mcc_overall,mcc_AKS,mcc_ARCHDAM,mcc_B2K,mcc_CHE,mcc_CMD,mcc_GAK,mcc_KAL,mcc_KATMOJPRZ,mcc_KIEG,mcc_KLU,mcc_KUD,mcc_LUMICE,mcc_LUX_A,mcc_MKW,mcc_MOR,mcc_OST,mcc_OTW,mcc_PIO,mcc_PRZ,mcc_PUS,mcc_SL2,mcc_SLU,mcc_SRK,mcc_STG1,mcc_SZC,mcc_TER_L,mcc_TOR,mcc_WLU,mcc_Z04O,mcc_ZOZLO,method,fold,tag
0.8660486549289552,0.491610222243312,0.8656342873043654,0.9320640322860413,0.41952998103392014,0.1751217379205703,0.752731056418921,0.936847139468337,0.9164356098431994,0.4016726244908166,0.7989603191254445,0.935917655716849,0.9461527469330061,0.8488384282484376,0.8521578692810099,0.9745873924169034,0.8676260462877944,0.8456446970968937,0.5908829340858113,0.7861274150195512,0.9045669525475192,0.31512470930330533,0.8596681135010292,0.818608501233114,0.8897677905191347,0.8919582596196755,0.7129649306935659,0.9408711321031874,0.9282661473270862,0.9138479607849807,0.803668149815188,raw,1,original
0.8630697225355844,0.5947895453539996,0.8753050985063197,0.9379517759664509,0.3526869820219302,0.3010406919133622,0.7609920744028909,0.9088975985225549,0.9166276048881323,0.3469076031588199,0.8024308353691557,0.9166633994871836,0.928306329079199,0.8691801958007862,0.7272642926068936,0.9498111069134869,0.8524771060580799,0.7952994809890009,0.5612629180179552,0.8184482995038606,0.9206966227073883,0.49896268186701453,0.8540605365775571,0.8858145524506098,0.9144534659275777,0.8855362497081665,0.6376382907084321,0.9224941440493667,0.9039864195899681,0.9143743551601896,0.7405428534132529,raw,2,original
0.8660120682625086,0.5796840426894809,0.8656342873043654,0.9452393726513163,0.11995312949373449,0.2760629768134648,0.6701093163082267,0.8919141490563327,0.915029933844185,0.28478896561533773,0.8336031946155116,0.9327208938006407,0.9526728650721675,0.8722320582820274,0.7638408613637847,0.9510100750134581,0.8518915888254668,0.8133623530836972,0.5612629180179552,0.8289213348396278,0.8746758352122553,0.4802543884673486,0.8635354098616704,0.8383400423234747,0.9279841797266407,0.8842957486986373,0.6597004061895063,0.954662423100322,0.8913743288653273,0.9204637171459232,0.8285132259658535,raw,3,original
0.8708775991142821,0.5113518209873862,0.8724687857068776,0.9517121540296094,0.4195298766252408,0.07547715252409842,0.7504546288622747,0.9750030621967529,0.9393891748187193,0.3686132203471401,0.8049632724859701,0.8845605237729631,0.9283061659532768,0.8599572970644662,0.7708842238017976,1.0,0.8417495751477998,0.8370763957678418,0.7603116566537059,0.8399731226027628,0.8926092378061901,0.49896248618841105,0.8990235092552836,0.8639560489584104,0.9075243599156755,0.890104369092985,0.6869600197307496,0.9278623796776557,0.8936920830347765,0.9249291860593963,0.7400822689599785,raw,4,original
0.8632779994322206,0.42089785571132365,0.8545450971232401,0.9528846184612909,0.0,0.11559421048333562,0.7997553323456633,0.9499275296907622,0.9130693124632863,0.30094309804069563,0.8538689435421699,0.9424899566139325,0.9025652379590412,0.8376591701942102,0.7946964835167042,0.9745873750299727,0.822178350723426,0.8407515187121998,0.5342501257264917,0.7760926526706236,0.7997164068069302,0.47486419277507935,0.9144671300653734,0.8420973433791058,0.916443019729533,0.8849139695323455,0.673133297673674,0.9333151697570655,0.9057476277839892,0.9304120526487898,0.7602412065748455,raw,5,original
0.8620492603718692,0.5352191665103715,0.8563075114419997,0.920607559811732,0.4573293611259293,0.166760413541843,0.7264078138690372,0.9248522158896835,0.921639701514719,0.5214452857176127,0.8054027132696882,0.935917655716849,0.9390746236111068,0.8448778056520212,0.8631402836254357,0.9485041490926234,0.8609509162958745,0.8232557566593248,0.3639776793296599,0.8194716012297953,0.9206966227073883,0.407671369514555,0.8872004910689505,0.795299948048152,0.8964747194099468,0.8836217983314821,0.7012684167667986,0.9548195686853314,0.9122515802883593,0.8919386174442524,0.7997186566268482,raw,1,remove_low_freq_artifacts
0.8601926215710772,0.5966383333254259,0.8700692004401857,0.9335372153436138,0.44436858024073156,0.23594597126799466,0.7601215957323832,0.9143931628658296,0.9078420272414766,0.17236992060002718,0.7740251601002427,0.9027739660683808,0.9311370915779622,0.8605438597739554,0.7517664891155226,0.9745873924169034,0.8761002094703743,0.7801705144941121,0.5193666530448214,0.8050641747307464,0.9375852057611245,0.44436858024073156,0.8728977690849072,0.8941882923859832,0.8847703412138116,0.8842208956235132,0.6567170910729095,0.9298188205000061,0.9053349431347808,0.9256429550063362,0.7703849140258687,raw,2,remove_low_freq_artifacts
0.8708550485638358,0.5097848540531783,0.868755229898081,0.9381294072306581,0.2792378459125148,0.31132978600739397,0.6710759208371229,0.8978755470213193,0.9252872138030108,0.3803781876517137,0.8810718670786806,0.9389345927913684,0.9526728650721675,0.8693293484231537,0.7895499283831607,0.9510100750134581,0.8768186706059655,0.8381235186348082,0.6109242710938244,0.8390199105246628,0.8214341348181818,0.44436858024073156,0.8425323745455607,0.8802421186213032,0.9333210584168953,0.886527894025231,0.6909547928325421,0.9583908350920473,0.881879057678451,0.8970190962330772,0.8576242997658844,raw,3,remove_low_freq_artifacts
0.8639388375209058,0.48305006427384384,0.8644497383229225,0.9287962140811808,0.3425124597357929,0.18627898885116795,0.665091204861637,0.9397955798758544,0.9311789674279657,0.4341762524771096,0.7976010950324222,0.9067729451512881,0.9358669766541302,0.8676582754699219,0.7922962832521908,0.9498110712261477,0.8847858766463683,0.8178790778946364,0.65211417996339,0.8204736345600551,0.8910746560945064,0.5205959331562706,0.9138195005736098,0.8602426229029139,0.9128088816785049,0.8876064183260429,0.6872409898476978,0.928526276156175,0.8716410675511178,0.9037824410120295,0.7266892520253125,raw,4,remove_low_freq_artifacts
0.8635250799031066,0.40960108092432546,0.8611589861986545,0.94335520701756,0.17070650254392475,0.2491862069044207,0.7658597437390761,0.9373897634377668,0.9201522118281642,0.24523124846379382,0.7874931154615744,0.9499081490907337,0.9222362742811305,0.8661857586986822,0.8215323429003443,0.9745873750299727,0.848029703082329,0.8359899924677959,0.6482125981492681,0.77713794348684,0.8029460137809953,0.42491272169653926,0.8997458379938089,0.8623287288042489,0.9270822916253916,0.8824777608075443,0.6506150592055597,0.9322943858251562,0.9063963431839073,0.9108942253265218,0.7894132918647101,raw,5,remove_low_freq_artifacts
