accuracy,precision,recall,f1-score,auc,mcc,hospital,method,n_calib,n_test,tag
0.7711340206185567,0.6827956989247311,0.7094972067039106,0.6958904109589041,0.8447438565742871,0.5127698557448316,SRK,raw,30,485,original
0.5534108357095854,0.943502824858757,0.4631170271769273,0.6212797619047619,0.7727755245280252,0.2988519528738788,STG1,raw,30,4559,original
0.6809223115193265,0.5767125559794327,0.8161971830985916,0.6758674312372437,0.7983305734493091,0.4018619976430578,SZC,raw,30,10452,original
0.6121212121212121,0.46095238095238095,0.7055393586005831,0.5576036866359447,0.7085944998445393,0.2556513739050776,TER_L,raw,30,990,original
0.5118279569892473,0.3119266055045872,0.9807692307692307,0.4733178654292343,0.8929855636053697,0.32608704435024455,TOR,raw,30,930,original
0.6639504563233377,0.8660205245153934,0.6561555075593952,0.7466207913492259,0.7408643324470298,0.2992319516513083,WLU,raw,30,3068,original
0.6734364925854287,0.7656641604010025,0.6566362170875873,0.706971362452994,0.7321252512988737,0.34824446857702923,Z04O,raw,30,3102,original
0.8184187662901824,0.8549075391180654,0.8488700564971752,0.8518781006378455,0.9059283773960285,0.6173436812114512,ZOZLO,raw,30,1151,original
0.7906793048973144,0.9318918918918919,0.8101503759398496,0.8667672197083962,0.8457623017940892,0.41130356590297207,AKS,raw,30,1266,remove_low_freq_artifacts
0.7793013385569703,0.5784313725490197,0.5870646766169154,0.582716049382716,0.8035514107197521,0.4327269899450451,ARCHDAM,raw,30,3063,remove_low_freq_artifacts
0.7056222362602653,0.4262428687856561,0.6964047936085219,0.5288169868554095,0.7753642486346706,0.3535151697577321,B2K,raw,30,3166,remove_low_freq_artifacts
0.4819277108433735,0.9714285714285714,0.4473684210526316,0.6126126126126126,0.7341106672932332,0.17135806820888028,CHE,raw,30,664,remove_low_freq_artifacts
0.7981220657276995,0.7777777777777778,0.5460992907801419,0.6416666666666667,0.8499937787731742,0.5224281718603218,CMD,raw,30,426,remove_low_freq_artifacts
0.5520527859237536,0.958924570575056,0.5238678090575275,0.6775725593667546,0.715747053806963,0.19654862745841875,GAK,raw,30,2728,remove_low_freq_artifacts
0.5340314136125655,0.4110576923076923,0.8860103626943006,0.5615763546798029,0.780256340332697,0.2556722672201409,KAL,raw,30,573,remove_low_freq_artifacts
0.6325247079964061,0.38209982788296043,0.8161764705882353,0.5205158264947245,0.7915496063665262,0.3349092163218929,KATMOJPRZ,raw,30,3339,remove_low_freq_artifacts
0.7414634146341463,0.7727272727272727,0.816,0.7937743190661478,0.8376999999999999,0.44925218062161393,KIEG,raw,30,205,remove_low_freq_artifacts
0.6835038363171355,0.830820770519263,0.5573033707865168,0.6671149966375253,0.7633514486713567,0.41533709828144333,KLU,raw,30,1564,remove_low_freq_artifacts
0.7448494453248812,0.7795918367346939,0.6409395973154363,0.7034990791896869,0.8172400588507971,0.49044151817412385,KUD,raw,30,631,remove_low_freq_artifacts
0.7182448036951501,0.5493562231759657,0.8827586206896552,0.6772486772486772,0.8559386973180076,0.49052820446932743,LUMICE,raw,30,433,remove_low_freq_artifacts
0.7442317133038783,0.7564432989690721,0.6387377584330794,0.6926253687315634,0.8168558419842677,0.48127993726388446,LUX_A,raw,30,2037,remove_low_freq_artifacts
0.731610337972167,0.7374631268436578,0.8445945945945946,0.7874015748031497,0.8204563258911085,0.43529481326174385,MKW,raw,30,503,remove_low_freq_artifacts
0.7045454545454546,0.8709677419354839,0.6994818652849741,0.7758620689655172,0.8105524337736261,0.37626044439127754,MOR,raw,30,264,remove_low_freq_artifacts
0.7413479052823315,0.6189735614307932,0.9107551487414187,0.737037037037037,0.8840533551203537,0.5366710333783776,OST,raw,30,1098,remove_low_freq_artifacts
0.7636363636363637,0.6738836265223275,0.7697063369397218,0.7186147186147186,0.8371284908797565,0.5197894112672344,OTW,raw,30,1650,remove_low_freq_artifacts
0.4816326530612245,0.9366666666666666,0.48490077653149266,0.6389994314951677,0.4748999921562475,-0.041035098947812224,PIO,raw,30,1225,remove_low_freq_artifacts
0.7468434343434344,0.7,0.7820689655172414,0.7387622149837133,0.8287664084139537,0.49752099721964765,PRZ,raw,30,1584,remove_low_freq_artifacts
0.7707182320441989,0.782608695652174,0.8761061946902655,0.826722338204593,0.8547956793336804,0.4979788662426737,PUS,raw,30,362,remove_low_freq_artifacts
0.6857142857142857,0.7368421052631579,0.7,0.717948717948718,0.7972916666666667,0.36424639819288707,SL2,raw,30,140,remove_low_freq_artifacts
0.7285006753714544,0.8908355795148248,0.7498581962563812,0.8142901139513397,0.7760293465633957,0.34037991130898865,SLU,raw,30,2221,remove_low_freq_artifacts
0.7752577319587629,0.6988636363636364,0.6871508379888268,0.6929577464788732,0.8462591740606857,0.515787751229265,SRK,raw,30,485,remove_low_freq_artifacts
0.5615266505812678,0.9451523545706371,0.4731003882418192,0.6305673627795232,0.773513189804331,0.3069880726225624,STG1,raw,30,4559,remove_low_freq_artifacts
0.6857060849598163,0.5813177648040033,0.818075117370892,0.6796684544124817,0.8000308212323034,0.4100651773137854,SZC,raw,30,10452,remove_low_freq_artifacts
0.6070707070707071,0.45660377358490567,0.7055393586005831,0.5544100801832761,0.7094101053978668,0.24844865126738386,TER_L,raw,30,990,remove_low_freq_artifacts
0.5161290322580645,0.3132716049382716,0.9759615384615384,0.4742990654205608,0.8962084487534627,0.32600907438789983,TOR,raw,30,930,remove_low_freq_artifacts
0.6678617992177314,0.8681818181818182,0.6600431965442765,0.7499386503067484,0.7420546754666002,0.3062557186650518,WLU,raw,30,3068,remove_low_freq_artifacts
0.68214055448098,0.751004016064257,0.7033852767329393,0.7264150943396226,0.7401074950822709,0.3492171561362193,Z04O,raw,30,3102,remove_low_freq_artifacts
0.8166811468288445,0.8596237337192475,0.8389830508474576,0.8491779842744818,0.9097001696190585,0.6158958102660833,ZOZLO,raw,30,1151,remove_low_freq_artifacts
0.7883096366508688,0.927038626609442,0.8120300751879699,0.8657314629258517,0.8489308047346088,0.3950219318434729,AKS,raw,30,1266,remove_high_freq_artifacts
0.7783219066274893,0.5798212005108557,0.5646766169154229,0.5721487082545683,0.8034787329399924,0.42265903663207915,ARCHDAM,raw,30,3063,remove_high_freq_artifacts
0.6809854706253948,0.4034302759134974,0.7203728362183754,0.517208413001912,0.7706108901037403,0.3349692872132073,B2K,raw,30,3166,remove_high_freq_artifacts
0.47289156626506024,0.9708029197080292,0.4375,0.6031746031746031,0.7297638627819548,0.16631603983464907,CHE,raw,30,664,remove_high_freq_artifacts
0.8075117370892019,0.8041237113402062,0.5531914893617021,0.6554621848739496,0.8465596615652606,0.5459503808356163,CMD,raw,30,426,remove_high_freq_artifacts
0.530791788856305,0.9570647931303669,0.5002039983680131,0.6570203644158628,0.7107479891063399,0.182558988136481,GAK,raw,30,2728,remove_high_freq_artifacts
0.5741710296684118,0.43410852713178294,0.8704663212435233,0.5793103448275863,0.7869239160076356,0.2969122636480585,KAL,raw,30,573,remove_high_freq_artifacts
0.6313267445342917,0.3817663817663818,0.821078431372549,0.5211979774406845,0.7918366712519331,0.3365138944494771,KATMOJPRZ,raw,30,3339,remove_high_freq_artifacts
0.751219512195122,0.7803030303030303,0.824,0.8015564202334631,0.8341000000000001,0.4701357853897389,KIEG,raw,30,205,remove_high_freq_artifacts
0.6835038363171355,0.8341793570219966,0.553932584269663,0.6657663740715732,0.7605974727436402,0.4172543388224105,KLU,raw,30,1564,remove_high_freq_artifacts
0.7337559429477021,0.773109243697479,0.6174496644295302,0.6865671641791045,0.8108813511498076,0.46895505766985496,KUD,raw,30,631,remove_high_freq_artifacts
0.6812933025404158,0.5139442231075697,0.8896551724137931,0.6515151515151515,0.84897030651341,0.4455892127643527,LUMICE,raw,30,433,remove_high_freq_artifacts
0.7476681394207167,0.7696404793608522,0.6289445048966268,0.6922155688622754,0.8144634928297656,0.48910637455879047,LUX_A,raw,30,2037,remove_high_freq_artifacts
0.7176938369781312,0.7251461988304093,0.8378378378378378,0.7774294670846394,0.8175838882360622,0.404792589916167,MKW,raw,30,503,remove_high_freq_artifacts
0.7083333333333334,0.8918918918918919,0.6839378238341969,0.7741935483870968,0.8117200613004453,0.4097023879009979,MOR,raw,30,264,remove_high_freq_artifacts
0.7367941712204007,0.6138461538461538,0.9130434782608695,0.734130634774609,0.882606272307751,0.5311659259049197,OST,raw,30,1098,remove_high_freq_artifacts
0.7375757575757576,0.6415343915343915,0.749613601236476,0.6913756236635781,0.8285206205186604,0.46977821600618574,OTW,raw,30,1650,remove_high_freq_artifacts
0.47183673469387755,0.935374149659864,0.4745470232959448,0.6296508299942759,0.47258608518315165,-0.045738414089350636,PIO,raw,30,1225,remove_high_freq_artifacts
0.7430555555555556,0.6972704714640199,0.7751724137931034,0.7341606792945787,0.8316004977720686,0.4894371601593645,PRZ,raw,30,1584,remove_high_freq_artifacts
0.7734806629834254,0.7857142857142857,0.8761061946902655,0.8284518828451883,0.8564224362311296,0.5044353597974788,PUS,raw,30,362,remove_high_freq_artifacts
0.6857142857142857,0.7307692307692307,0.7125,0.7215189873417721,0.796875,0.3611482240053705,SL2,raw,30,140,remove_high_freq_artifacts
0.7289509230076542,0.8836748182419035,0.758366420873511,0.8162393162393162,0.777083276570554,0.32478454462814343,SLU,raw,30,2221,remove_high_freq_artifacts
0.7752577319587629,0.6902173913043478,0.7094972067039106,0.699724517906336,0.8483952240113922,0.5203333286489983,SRK,raw,30,485,remove_high_freq_artifacts
0.5558236455363018,0.9453521126760563,0.4653355518580144,0.6236758966734808,0.7721987779490751,0.3031738303262401,STG1,raw,30,4559,remove_high_freq_artifacts
0.6832185227707616,0.5789911769602131,0.8164319248826291,0.6775104704392715,0.7996229422183403,0.4055249124799805,SZC,raw,30,10452,remove_high_freq_artifacts
0.6090909090909091,0.45880149812734083,0.7142857142857143,0.5587229190421893,0.7040253063026933,0.25547384810491974,TER_L,raw,30,990,remove_high_freq_artifacts
0.5161290322580645,0.31441717791411045,0.9855769230769231,0.47674418604651164,0.8978465267419561,0.3335681815581992,TOR,raw,30,930,remove_high_freq_artifacts
0.6535202086049544,0.8748502994011976,0.6311015118790497,0.7332496863237139,0.7421126150545407,0.30549629763138425,WLU,raw,30,3068,remove_high_freq_artifacts
0.6702127659574468,0.7710219922380336,0.6405158516926384,0.6997358379806281,0.7296493917950242,0.34809543035849483,Z04O,raw,30,3102,remove_high_freq_artifacts
0.8088618592528236,0.8475783475783476,0.8403954802259888,0.8439716312056738,0.8996696892017702,0.5973824061580824,ZOZLO,raw,30,1151,remove_high_freq_artifacts
0.7898894154818326,0.9318181818181818,0.8092105263157895,0.8661971830985915,0.8504336335889229,0.41014888923238313,AKS,raw,30,1266,strict_both_ends
0.7750571335292197,0.5710754017305315,0.5746268656716418,0.5728456292622442,0.803915900797033,0.4201812759313717,ARCHDAM,raw,30,3063,strict_both_ends
0.7176247631080227,0.4407622203811102,0.7083888149134487,0.54341164453524,0.7822144662878757,0.3756204758928339,B2K,raw,30,3166,strict_both_ends
0.46686746987951805,0.9738805970149254,0.4292763157894737,0.5958904109589042,0.7221569548872182,0.17234510870736705,CHE,raw,30,664,strict_both_ends
0.7981220657276995,0.7835051546391752,0.5390070921985816,0.6386554621848739,0.8477043673012318,0.5221587730164794,CMD,raw,30,426,strict_both_ends
0.5564516129032258,0.9565857247976454,0.5303957568339454,0.6824146981627297,0.7171831434012788,0.19173709536587993,GAK,raw,30,2728,strict_both_ends
0.568935427574171,0.43005181347150256,0.8601036269430051,0.5734024179620034,0.7807472047995636,0.28340254928632724,KAL,raw,30,573,strict_both_ends
0.6256364180892483,0.37808988764044943,0.8247549019607843,0.5184899845916795,0.7936081190304105,0.3324669008981452,KATMOJPRZ,raw,30,3339,strict_both_ends
0.7365853658536585,0.7669172932330827,0.816,0.7906976744186046,0.8402000000000001,0.4378836782821798,KIEG,raw,30,205,strict_both_ends
0.6835038363171355,0.830820770519263,0.5573033707865168,0.6671149966375253,0.761357650118361,0.41533709828144333,KLU,raw,30,1564,strict_both_ends
0.7400950871632329,0.7791666666666667,0.62751677852349,0.6951672862453532,0.8164842695044036,0.48163034206102434,KUD,raw,30,631,strict_both_ends
0.7043879907621247,0.5358649789029536,0.8758620689655172,0.6649214659685864,0.8534722222222222,0.4683090599166427,LUMICE,raw,30,433,strict_both_ends
0.7398134511536574,0.7603748326639893,0.6180631120783461,0.6818727490996399,0.8174349500993731,0.47287575079741306,LUX_A,raw,30,2037,strict_both_ends
0.7276341948310139,0.7331378299120235,0.8445945945945946,0.7849293563579278,0.8176002089045566,0.42651180184502036,MKW,raw,30,503,strict_both_ends
0.7045454545454546,0.8807947019867549,0.689119170984456,0.7732558139534884,0.8139093629132306,0.39036066991329504,MOR,raw,30,264,strict_both_ends
0.7377049180327869,0.6144393241167435,0.9153318077803204,0.7352941176470589,0.8843303087686988,0.5336310645029034,OST,raw,30,1098,strict_both_ends
0.7551515151515151,0.6648575305291723,0.7573415765069552,0.708092485549133,0.8364797416097919,0.5019063222719569,OTW,raw,30,1650,strict_both_ends
0.4840816326530612,0.9384359400998337,0.48662640207075064,0.6409090909090909,0.4779721285329568,-0.033411538753717746,PIO,raw,30,1225,strict_both_ends
0.7462121212121212,0.7026348808030113,0.7724137931034483,0.735873850197109,0.8318092408975956,0.49474161370467673,PRZ,raw,30,1584,strict_both_ends
0.7817679558011049,0.7905138339920948,0.8849557522123894,0.8350730688935282,0.8573659552316502,0.5228468962578272,PUS,raw,30,362,strict_both_ends
0.7,0.7567567567567568,0.7,0.7272727272727273,0.7979166666666668,0.39654527767728776,SL2,raw,30,140,strict_both_ends
0.7312021611886538,0.8840579710144928,0.7612024957458877,0.818043279487961,0.7734360099770389,0.32786722787255557,SLU,raw,30,2221,strict_both_ends
0.7731958762886598,0.6949152542372882,0.6871508379888268,0.6910112359550562,0.8444334903421332,0.5118872347410078,SRK,raw,30,485,strict_both_ends
0.5599912261460847,0.9444444444444444,0.4714364947310039,0.6289308176100629,0.7737049536769486,0.3048784708574113,STG1,raw,30,4559,strict_both_ends
0.6868541905855339,0.582815908709515,0.8152582159624413,0.6797142577551619,0.8010237729131031,0.41070209576577354,SZC,raw,30,10452,strict_both_ends
0.6080808080808081,0.45794392523364486,0.7142857142857143,0.5580865603644647,0.7051247966618751,0.25403955144853396,TER_L,raw,30,990,strict_both_ends
0.5225806451612903,0.3167701863354037,0.9807692307692307,0.4788732394366197,0.9000173130193906,0.3353195334426287,TOR,raw,30,930,strict_both_ends
0.6571056062581486,0.8779174147217235,0.6336933045356371,0.73607626693427,0.7430465323730276,0.3134918586800045,WLU,raw,30,3068,strict_both_ends
0.68214055448098,0.7539175856065002,0.6980118216012896,0.7248883928571429,0.7399494522842812,0.3513284725900129,Z04O,raw,30,3102,strict_both_ends
0.8140747176368376,0.8528571428571429,0.8432203389830508,0.8480113636363636,0.905960260677711,0.6087228039353901,ZOZLO,raw,30,1151,strict_both_ends
0.7898894154818326,0.9299568965517241,0.8110902255639098,0.8664658634538153,0.847311657857515,0.4050386984730705,AKS,raw,30,1266,clinical_range
0.7760365654587006,0.5705741626794258,0.5932835820895522,0.5817073170731707,0.8046360715237446,0.42901889753067773,ARCHDAM,raw,30,3063,clinical_range
0.7157296272899558,0.4377610693400167,0.6977363515312917,0.5379876796714579,0.7825408771741198,0.36760911025717513,B2K,raw,30,3166,clinical_range
0.4503012048192771,0.9655172413793104,0.4144736842105263,0.5799769850402762,0.7208352913533834,0.14437605228374145,CHE,raw,30,664,clinical_range
0.795774647887324,0.7647058823529411,0.5531914893617021,0.6419753086419753,0.8501928580316038,0.5171477142347954,CMD,raw,30,426,clinical_range
0.5700146627565983,0.9557774607703281,0.5467156262749898,0.6955618998183234,0.7172921389192064,0.1951276895418396,GAK,raw,30,2728,clinical_range
0.5724258289703316,0.4322916666666667,0.8601036269430051,0.5753899480069324,0.7810335424052358,0.28792302339404224,KAL,raw,30,573,clinical_range
0.633423180592992,0.38342857142857145,0.8223039215686274,0.5229929851909587,0.7936503773130337,0.3395643760040121,KATMOJPRZ,raw,30,3339,clinical_range
0.7365853658536585,0.7669172932330827,0.816,0.7906976744186046,0.8431,0.4378836782821798,KIEG,raw,30,205,clinical_range
0.6854219948849105,0.835016835016835,0.5573033707865168,0.6684636118598383,0.7629263494815457,0.4202817986676027,KLU,raw,30,1564,clinical_range
0.7400950871632329,0.7701612903225806,0.6409395973154363,0.6996336996336996,0.814398290908358,0.4801631699447655,KUD,raw,30,631,clinical_range
0.7020785219399538,0.5338983050847458,0.8689655172413793,0.6614173228346457,0.8530411877394636,0.46157139183217927,LUMICE,raw,30,433,clinical_range
0.7447226313205695,0.7635402906208718,0.6289445048966268,0.6897374701670644,0.8180422836520214,0.48277833101707873,LUX_A,raw,30,2037,clinical_range
0.7276341948310139,0.7331378299120235,0.8445945945945946,0.7849293563579278,0.8177634155895024,0.42651180184502036,MKW,raw,30,503,clinical_range
0.6818181818181818,0.8758620689655172,0.6580310880829016,0.7514792899408284,0.8050791797416625,0.36047866657932387,MOR,raw,30,264,clinical_range
0.7395264116575592,0.6181533646322379,0.9038901601830663,0.7342007434944238,0.8838040968368432,0.5306858303550652,OST,raw,30,1098,clinical_range
0.7527272727272727,0.6586985391766268,0.7666151468315301,0.7085714285714285,0.8333469452538829,0.5002715584354254,OTW,raw,30,1650,clinical_range
0.48244897959183675,0.9411764705882353,0.4831751509922347,0.6385404789053591,0.48461317227494966,-0.021289370775835398,PIO,raw,30,1225,clinical_range
0.7380050505050505,0.6932668329177057,0.766896551724138,0.7282252783235101,0.8285929910481316,0.4788327188405036,PRZ,raw,30,1584,clinical_range
0.7596685082872928,0.7704280155642024,0.8761061946902655,0.8198757763975155,0.8538196251952108,0.4720221520804874,PUS,raw,30,362,clinical_range
0.6785714285714286,0.7333333333333333,0.6875,0.7096774193548387,0.7922916666666666,0.3514317480027573,SL2,raw,30,140,clinical_range
0.7298514182800541,0.8879252835223482,0.7549631310266591,0.8160637645616187,0.7730830486937956,0.3352664391586352,SLU,raw,30,2221,clinical_range
0.7711340206185567,0.6868131868131868,0.6983240223463687,0.6925207756232687,0.8461678898747581,0.5103195163282274,SRK,raw,30,485,clinical_range
0.5604299188418513,0.9464882943143813,0.47088186356073214,0.6288888888888889,0.7736013604468245,0.30808826626842195,STG1,raw,30,4559,clinical_range
0.6878109452736318,0.5843628363513285,0.8105633802816902,0.6791228242698397,0.8017921807329766,0.4103089596258608,SZC,raw,30,10452,clinical_range
0.6161616161616161,0.46502835538752363,0.717201166180758,0.5642201834862385,0.7069317459816782,0.2669101836201095,TER_L,raw,30,990,clinical_range
0.5333333333333333,0.3223270440251572,0.9855769230769231,0.48578199052132703,0.9000905604091199,0.34827931127097095,TOR,raw,30,930,clinical_range
0.6535202086049544,0.8821733821733821,0.6241900647948164,0.731090311156084,0.743531274470154,0.31736316202315806,WLU,raw,30,3068,clinical_range
0.6767741935483871,0.7592033796016898,0.6759806555615261,0.7151790790221717,0.732983950326549,0.34757806234789884,Z04O,raw,30,3100,clinical_range
0.8166811468288445,0.8555078683834049,0.844632768361582,0.8500355366027008,0.9022777416433918,0.6143893031133957,ZOZLO,raw,30,1151,clinical_range
