mcc_overall,mcc_TER_L,mcc_MKW,mcc_ARCHDAM,mcc_SZC,mcc_KUD,mcc_TOR,mcc_KATMOJPRZ,mcc_LUMICE,mcc_KAL,mcc_KLU,mcc_LUX_A,mcc_AKS,mcc_ZOZLO,mcc_STG1,mcc_GAK,mcc_OST,mcc_OTW,mcc_PRZ,mcc_CHE,mcc_CMD,mcc_MOR,mcc_PUS,mcc_SL2,mcc_SRK,mcc_B2K,mcc_KIEG,mcc_PIO,mcc_SLU,mcc_WLU,mcc_Z04O,method,fold_id,pca_var,n_features
0.7700313819954836,0.5287768032498331,0.760065843322765,0.8009003904678552,0.7534448250367626,0.8371911365500104,0.8899593852912304,0.8526136260644386,0.9025654532695482,0.9046901256267282,0.773771423165439,0.8067258124448441,0.328557150365283,0.6173293673093008,0.8277290301661684,0.7108522206641581,0.7151250287176227,0.7764112307483191,0.7115946886236864,-0.0007772121232420385,0.11005312247117341,0.8056932861720756,0.780626977979036,0.16584986185326556,0.664681583489483,0.8658221788435111,0.36861334496502507,0.446539319058423,0.8304895094731689,0.6651971342710746,0.821288926780956,raw,0,,2850
0.7816606644020352,0.5882539180927505,0.7689497152102996,0.8156999461584192,0.76098386777576,0.8910626619992041,0.8626464537848724,0.889772173371585,0.9168905401362033,0.8929732230056127,0.7746387128197522,0.7990508399890918,0.3826582501539216,0.5385865350719218,0.8579518391785528,0.7603008227329884,0.6677506125774821,0.7632707590108138,0.6227480775654624,0.0,-0.0026032851572691234,0.9745873924169034,0.7975678194321985,0.2094867642340545,0.8125651891104829,0.8864438703246178,0.3803781876517137,0.4673834359169979,0.8348704600402562,0.7276479963174184,0.8366056034765436,raw,1,,2850
0.780293891493981,0.5308600821390262,0.7299127287188024,0.8149760142246096,0.7569238018906775,0.8693557849887086,0.8895410431541204,0.8758407725384508,0.9009940936466919,0.8677149403689567,0.8285081528226542,0.844973495053502,0.5198997203535757,0.6491014911096278,0.909409727839369,0.6214450227051493,0.7138170424696086,0.7391070454152328,0.6839132059373095,0.0,0.14378673945361048,0.7862018721791293,0.7410344251347276,0.42076265437255617,0.7341614264040058,0.8624923015101482,0.21277895389240742,0.5123123452450873,0.7963728360513532,0.7044123853980436,0.8224717549392676,raw,2,,2850
0.7875945975604712,0.5687523931991136,0.7095798045089883,0.8188453443330348,0.7757621907931505,0.8565100345319391,0.8781115460699217,0.8793085764551557,0.9182201344983265,0.8707363914244006,0.7911399846565137,0.8150982124582506,0.4716984539623494,0.5787079757863545,0.896341992104053,0.6994606974376125,0.6781579711625229,0.7600907100225879,0.7291674482254924,0.0,0.0998594158676095,0.9216932811579577,0.8417691249728589,0.3151245012827956,0.7052443960566513,0.8872058116961177,0.2127788744156486,0.5668952215444546,0.8236561840020551,0.6540319974619189,0.8599661127843975,raw,3,,2850
0.7822832638419487,0.5727528246073887,0.7897362829819119,0.8324592661712084,0.7534881504921086,0.8525559954714322,0.8864841745360177,0.8783255241632613,0.8921392896717748,0.9368469587119177,0.823353974471087,0.7650775481339509,0.33424855978166756,0.48059958330162855,0.8742595561970573,0.666100952820972,0.689234838540664,0.8117067346319898,0.6627936489352287,0.0,0.12378270211494366,0.9216932811579577,0.7384222323679337,0.5264004777249046,0.7493443979589003,0.8989446238719997,0.12184927658044756,0.3967605967793492,0.8415043585241951,0.6938638372786365,0.8390187856793921,raw,4,,2850
0.7283411693221165,0.9058044473485337,0.4573435496528742,0.9713279569505694,0.8180402925526392,0.842309889484079,0.8581904081350674,0.8872090865459553,0.31929480077888134,0.7165112186306565,0.42382092861566545,0.5895741794624862,0.32841471413272005,0.26053085860563746,0.6901811961828327,0.8182797910430798,0.32702217227073205,0.8096818185492971,0.7529925316326589,0.24217015393018107,0.3244460040909335,0.0,0.0,0.33283094671272995,0.4498830678530827,0.7077005519186025,0.0,0.31569153390345017,0.6128208857695905,0.5329846561169093,0.695182659121312,sitewise,0,,2850
0.7323438259245576,0.9108920833209803,0.4821345554125231,0.9690719601042245,0.8299944876015684,0.8195176750453689,0.7854167626749048,0.8890714984054472,0.21996545974545031,0.674756956493069,0.48039359852544994,0.631532286172331,0.4768648757457132,0.23977650025298544,0.6849488385281155,0.9237837062378979,0.38676585297976873,0.8315271905302234,0.6590618676349485,0.33283094671272995,0.31132978600739397,0.0,0.0,0.23532487014387002,0.3154710730160022,0.6888114661673949,0.0,0.22902678349101965,0.48018140082486416,0.5741790826528043,0.7669979300862926,sitewise,1,,2850
0.7311297330669437,0.8973482484689157,0.3457527246214203,0.956134074311151,0.8311969252111845,0.8666010817491551,0.8382530950133773,0.9052920681239376,0.20308243859344188,0.6192168291427311,0.3490146578009229,0.6733869781810143,0.29257081068118307,0.2874370335243727,0.6589620721371449,0.8970023396693518,0.3866451046884211,0.8157143624877613,0.8085790808457538,0.48447710783706566,0.34298255346240847,0.2178067785478856,0.17355263261190879,0.23532487014387002,0.3341826488565335,0.6792734343770579,0.0,0.45818294237424834,0.37643742922677925,0.556654313623062,0.7643873942637327,sitewise,2,,2850
0.7243466801921153,0.8632202738708814,0.29292457306011943,0.9713302335789972,0.8272286927793674,0.7890940184737504,0.8759374654011928,0.9052463625698529,0.2389868724267437,0.22969836941560223,0.399365582489061,0.5728015773618472,0.32905129088750296,0.24184268542256446,0.6979233217535437,0.7556083881076441,0.33984827403194484,0.825396460664359,0.797049323989041,0.24217008507721918,0.30168064377540427,0.0,0.1709650506598635,-0.0007999709882448966,0.37146773730861,0.6965308681789267,0.0,0.0,0.6314977698939603,0.5192658512832848,0.7415226783759123,sitewise,3,,2850
0.6877773746848684,0.835854274219639,0.29606386861764994,0.9584084877054665,0.7270441538278988,0.4447025904854214,0.8253588680697104,0.8611236772218352,0.30450847251934643,0.5625297832563879,0.370797976542963,0.578078404787581,0.19376283091384128,0.21908842755275829,0.7246875510458967,0.9490049879269481,0.35688966016304335,0.7386907966069428,0.7602100457955023,0.0,0.3010401516255482,0.0,0.24546345254153315,0.23532479904204043,0.4304893523121446,0.6713735811275348,0.0,0.32392317091287687,0.4629698011383317,0.5361710172444315,0.7203267034631379,sitewise,4,,2850
