hospital,auc,mcc,fit_secs,condition,group,seed,n_features,model,task
H12,0.7490235112796724,0.3398948476392787,4.55,sub_coh,coh,46,190,logreg,patho
H13,0.7552619131484929,0.3518848515726679,4.54,sub_coh,coh,46,190,logreg,patho
H14,0.753538173811545,0.35801168264463107,4.53,sub_coh,coh,46,190,logreg,patho
H15,0.6111506393026173,0.14654294826851916,5.51,sub_coh,coh,46,190,logreg,patho
H16,0.7545168257417035,0.35188628683089646,4.08,sub_coh,coh,46,190,logreg,patho
H17,0.779752017085904,0.39659530637279616,4.46,sub_coh,coh,46,190,logreg,patho
H18,0.712066290996581,0.33374343321739,4.85,sub_coh,coh,46,190,logreg,patho
H19,0.7707098198901476,0.3366656363734075,5.16,sub_coh,coh,46,190,logreg,patho
H20,0.6626480608381061,0.16708755237142897,4.39,sub_coh,coh,46,190,logreg,patho
H21,0.6590073731704633,0.2282851202718678,4.97,sub_coh,coh,46,190,logreg,patho
H22,0.7598358163575554,0.3517720026421251,5.18,sub_coh,coh,46,190,logreg,patho
H23,0.7330872786922338,0.3100351044356992,4.76,sub_coh,coh,46,190,logreg,patho
H24,0.7427359307359307,0.36410954062720957,4.57,sub_coh,coh,46,190,logreg,patho
H25,0.7607585335018964,0.2777879232973369,4.71,sub_coh,coh,46,190,logreg,patho
H26,0.8243139920142724,0.3815820352914713,4.55,sub_coh,coh,46,190,logreg,patho
H27,0.7756805807622503,0.42051713353118,4.43,sub_coh,coh,46,190,logreg,patho
H28,0.6621315192743764,0.2053470345445658,4.76,sub_coh,coh,46,190,logreg,patho
H29,0.7297751168224299,0.3695816678032422,4.36,sub_coh,coh,46,190,logreg,patho
H30,0.738030303030303,0.3713513207400971,4.63,sub_coh,coh,46,190,logreg,patho
H1,0.7377811821403021,0.35830810579091354,8.79,sub_pow,pow,42,190,logreg,patho
H2,0.7477141143120185,0.3936226218214156,10.33,sub_pow,pow,42,190,logreg,patho
H3,0.7280685042687385,0.26685375129180233,10.73,sub_pow,pow,42,190,logreg,patho
H4,0.6814339446179303,0.2599267444955059,9.45,sub_pow,pow,42,190,logreg,patho
H5,0.6696810128847531,0.26410494766387094,8.86,sub_pow,pow,42,190,logreg,patho
H6,0.6831594698760963,0.2672105885743989,9.39,sub_pow,pow,42,190,logreg,patho
H7,0.7571998227735933,0.35079167912735687,9.38,sub_pow,pow,42,190,logreg,patho
H8,0.6810973110345958,0.09340509145935617,12.12,sub_pow,pow,42,190,logreg,patho
H9,0.7026149287719797,0.2401902207497882,7.81,sub_pow,pow,42,190,logreg,patho
H10,0.7244075082030899,0.35269625601400495,7.88,sub_pow,pow,42,190,logreg,patho
H11,0.7058537425804771,0.3419069868718423,11.71,sub_pow,pow,42,190,logreg,patho
H12,0.7993551774678532,0.4289540778393283,8.92,sub_pow,pow,42,190,logreg,patho
H13,0.7333105218135159,0.33313293927179227,9.91,sub_pow,pow,42,190,logreg,patho
H14,0.7637415110356536,0.3061942554211512,9.91,sub_pow,pow,42,190,logreg,patho
H15,0.5854652204619001,0.14897898187944056,10.84,sub_pow,pow,42,190,logreg,patho
H16,0.7762667804764491,0.40489471974683017,10.99,sub_pow,pow,42,190,logreg,patho
H17,0.7929631881822496,0.4216120065522049,8.56,sub_pow,pow,42,190,logreg,patho
H18,0.7126598708370266,0.3516708158224309,9.21,sub_pow,pow,42,190,logreg,patho
H19,0.7568552158716092,0.3367962540029287,10.36,sub_pow,pow,42,190,logreg,patho
H20,0.6668459745382822,0.1621710469228989,10.28,sub_pow,pow,42,190,logreg,patho
H21,0.7272147023219985,0.3805104132047836,8.67,sub_pow,pow,42,190,logreg,patho
H22,0.7682882335056248,0.3582769687900237,9.6,sub_pow,pow,42,190,logreg,patho
H23,0.7379800893715708,0.3616644477967867,10.62,sub_pow,pow,42,190,logreg,patho
H24,0.760987012987013,0.38656363627229323,12.08,sub_pow,pow,42,190,logreg,patho
H25,0.778305941845765,0.4268837336440418,9.47,sub_pow,pow,42,190,logreg,patho
H26,0.8030965933225724,0.3867718212691898,9.87,sub_pow,pow,42,190,logreg,patho
H27,0.7998045511657126,0.40724128035615315,11.49,sub_pow,pow,42,190,logreg,patho
H28,0.6595616024187453,0.25163987325811404,9.82,sub_pow,pow,42,190,logreg,patho
H29,0.7055344626168224,0.3044209079303348,11.65,sub_pow,pow,42,190,logreg,patho
H30,0.7251515151515151,0.3491899510776648,11.58,sub_pow,pow,42,190,logreg,patho
H1,0.7331244356549143,0.35010419479941157,11.71,sub_pow,pow,43,190,logreg,patho
H2,0.7469446837592756,0.3903595119480067,7.97,sub_pow,pow,43,190,logreg,patho
H3,0.7295445956160241,0.27250273292117344,10.19,sub_pow,pow,43,190,logreg,patho
H4,0.6857145105339241,0.2545868224878407,7.92,sub_pow,pow,43,190,logreg,patho
H5,0.6713587151037939,0.25386065968217814,9.29,sub_pow,pow,43,190,logreg,patho
H6,0.6759222667132863,0.2568264951711516,10.01,sub_pow,pow,43,190,logreg,patho
H7,0.760628284571339,0.3674366263238854,9.89,sub_pow,pow,43,190,logreg,patho
H8,0.6957575012297099,0.09395320425989023,10.74,sub_pow,pow,43,190,logreg,patho
H9,0.7001436205312666,0.24142701924387588,9.57,sub_pow,pow,43,190,logreg,patho
H10,0.7244941863015186,0.32995565926214876,11.01,sub_pow,pow,43,190,logreg,patho
H11,0.7051554345290462,0.35140209349433305,10.15,sub_pow,pow,43,190,logreg,patho
H12,0.8032667986280051,0.4385077225975035,8.33,sub_pow,pow,43,190,logreg,patho
H13,0.7289307100085543,0.33937010641737236,10.09,sub_pow,pow,43,190,logreg,patho
H14,0.763529286926995,0.3029229096383538,8.67,sub_pow,pow,43,190,logreg,patho
H15,0.5896183157828163,0.16586990563247586,8.56,sub_pow,pow,43,190,logreg,patho
H16,0.7731370114585758,0.39669193204254977,10.82,sub_pow,pow,43,190,logreg,patho
H17,0.7925590294257239,0.4216463280863494,9.17,sub_pow,pow,43,190,logreg,patho
H18,0.7153428517158416,0.3513721019364543,9.88,sub_pow,pow,43,190,logreg,patho
H19,0.7533036549429992,0.30560695058335036,9.03,sub_pow,pow,43,190,logreg,patho
H20,0.658935333143478,0.15530042674255512,8.91,sub_pow,pow,43,190,logreg,patho
H21,0.7309893254099262,0.36828580735982247,8.19,sub_pow,pow,43,190,logreg,patho
H22,0.757768318637884,0.3572508701106625,9.02,sub_pow,pow,43,190,logreg,patho
H23,0.7347417840375587,0.3112397770966091,8.84,sub_pow,pow,43,190,logreg,patho
H24,0.762025974025974,0.36102967688949195,8.4,sub_pow,pow,43,190,logreg,patho
H25,0.771504424778761,0.42993920450886436,8.71,sub_pow,pow,43,190,logreg,patho
H26,0.8018647523574888,0.41528201384224495,8.02,sub_pow,pow,43,190,logreg,patho
H27,0.8030434175624739,0.4550558510633281,8.51,sub_pow,pow,43,190,logreg,patho
H28,0.6496850592088687,0.24162747853635852,9.44,sub_pow,pow,43,190,logreg,patho
H29,0.7169246495327103,0.31113935189425285,8.71,sub_pow,pow,43,190,logreg,patho
H30,0.7271212121212122,0.37605071654517747,10.55,sub_pow,pow,43,190,logreg,patho
H1,0.7357298266057954,0.3568687537833401,11.22,sub_pow,pow,44,190,logreg,patho
H2,0.7442508187236873,0.3777844936640945,11.07,sub_pow,pow,44,190,logreg,patho
H3,0.7334865184689541,0.26801057652355476,11.63,sub_pow,pow,44,190,logreg,patho
H4,0.6858387233841652,0.26412546875630977,11.02,sub_pow,pow,44,190,logreg,patho
H5,0.6742761274158913,0.2706347653925298,12.49,sub_pow,pow,44,190,logreg,patho
H6,0.6845701149548473,0.2523950500963424,8.39,sub_pow,pow,44,190,logreg,patho
H7,0.7586832459567576,0.3550858182887563,11.22,sub_pow,pow,44,190,logreg,patho
H8,0.6916748647319233,0.08947051387362581,9.96,sub_pow,pow,44,190,logreg,patho
H9,0.7034667322231855,0.24041578341055037,10.72,sub_pow,pow,44,190,logreg,patho
H10,0.7270235158725352,0.33208052882316147,8.86,sub_pow,pow,44,190,logreg,patho
H11,0.704731570689968,0.3589312740357311,8.72,sub_pow,pow,44,190,logreg,patho
H12,0.7984447953340084,0.42855622493937157,9.83,sub_pow,pow,44,190,logreg,patho
H13,0.7306476123383485,0.34534905542475725,8.74,sub_pow,pow,44,190,logreg,patho
H14,0.7610389696519525,0.31312616559445183,9.12,sub_pow,pow,44,190,logreg,patho
H15,0.5898133215275801,0.16634313656601085,8.7,sub_pow,pow,44,190,logreg,patho
H16,0.7766483019063137,0.39669193204254977,11.3,sub_pow,pow,44,190,logreg,patho
H17,0.7941015068818225,0.4263465976296399,10.46,sub_pow,pow,44,190,logreg,patho
H18,0.7050501772825124,0.33536378760241004,10.97,sub_pow,pow,44,190,logreg,patho
H19,0.7511727183858332,0.3172636910549723,8.61,sub_pow,pow,44,190,logreg,patho
H20,0.6648208503412123,0.1320972873549479,10.31,sub_pow,pow,44,190,logreg,patho
H21,0.7252008363596346,0.39049825905330016,10.68,sub_pow,pow,44,190,logreg,patho
H22,0.7600942535725146,0.33653904855019284,9.03,sub_pow,pow,44,190,logreg,patho
H23,0.7359861983143843,0.31888726021512953,8.35,sub_pow,pow,44,190,logreg,patho
H24,0.7722424242424243,0.3840033812238587,10.52,sub_pow,pow,44,190,logreg,patho
H25,0.775802781289507,0.45387447225330185,10.58,sub_pow,pow,44,190,logreg,patho
H26,0.8001656613711664,0.42658625204138917,11.88,sub_pow,pow,44,190,logreg,patho
H27,0.8045511657126901,0.45331967028243747,13.21,sub_pow,pow,44,190,logreg,patho
H28,0.6578987150415722,0.2600949176744729,8.82,sub_pow,pow,44,190,logreg,patho
H29,0.713419976635514,0.34866449826076523,9.61,sub_pow,pow,44,190,logreg,patho
H30,0.7222727272727273,0.3223291856101521,9.97,sub_pow,pow,44,190,logreg,patho
H1,0.7369775652743784,0.34982445485868546,8.23,sub_pow,pow,45,190,logreg,patho
H2,0.7471712224201575,0.38503078902089516,10.25,sub_pow,pow,45,190,logreg,patho
H3,0.7304723802089141,0.27072645078234886,11.89,sub_pow,pow,45,190,logreg,patho
H4,0.6751800243254849,0.24489983539223925,11.11,sub_pow,pow,45,190,logreg,patho
H5,0.6648859162491052,0.2601787378203174,8.89,sub_pow,pow,45,190,logreg,patho
H6,0.6801671518410504,0.2519307309650356,12.32,sub_pow,pow,45,190,logreg,patho
H7,0.7562972612584347,0.34590191032959217,11.26,sub_pow,pow,45,190,logreg,patho
H8,0.6906029676996229,0.09267168343026314,9.45,sub_pow,pow,45,190,logreg,patho
H9,0.7030516128197497,0.2549541438354684,11.69,sub_pow,pow,45,190,logreg,patho
H10,0.7206511091663654,0.3238445382950973,10.76,sub_pow,pow,45,190,logreg,patho
H11,0.7041903057156056,0.34477490219872714,9.3,sub_pow,pow,45,190,logreg,patho
H12,0.7977667306326589,0.4240324178111041,11.07,sub_pow,pow,45,190,logreg,patho
H13,0.7258088864288229,0.31894902316574325,11.07,sub_pow,pow,45,190,logreg,patho
H14,0.7637614070458404,0.31677817702903077,9.19,sub_pow,pow,45,190,logreg,patho
H15,0.5854441387597634,0.15216698922154753,9.55,sub_pow,pow,45,190,logreg,patho
H16,0.7787984014898734,0.42288012853808515,11.59,sub_pow,pow,45,190,logreg,patho
H17,0.7925108270052207,0.41620081731658165,11.21,sub_pow,pow,45,190,logreg,patho
H18,0.703087406610105,0.33096915647928266,10.16,sub_pow,pow,45,190,logreg,patho
H19,0.7543234100611149,0.3245426146815812,10.36,sub_pow,pow,45,190,logreg,patho
H20,0.6595576369332026,0.14049387041269593,9.27,sub_pow,pow,45,190,logreg,patho
H21,0.7254869593925388,0.3881807071533078,10.42,sub_pow,pow,45,190,logreg,patho
H22,0.7569778048038918,0.36873235988629366,8.99,sub_pow,pow,45,190,logreg,patho
H23,0.7388851179365349,0.33474323969847974,10.05,sub_pow,pow,45,190,logreg,patho
H24,0.766926406926407,0.3823153418692387,10.15,sub_pow,pow,45,190,logreg,patho
H25,0.7663969658659925,0.4060711007079926,10.06,sub_pow,pow,45,190,logreg,patho
H26,0.8030328774105853,0.3867718212691898,9.28,sub_pow,pow,45,190,logreg,patho
H27,0.8061426776490297,0.41456494128530175,9.74,sub_pow,pow,45,190,logreg,patho
H28,0.6505416981607457,0.2332892374559041,9.33,sub_pow,pow,45,190,logreg,patho
H29,0.7231308411214953,0.3044209079303348,10.31,sub_pow,pow,45,190,logreg,patho
H30,0.7251515151515151,0.35326906241476597,10.86,sub_pow,pow,45,190,logreg,patho
H1,0.7355109265637562,0.3511838592570393,9.68,sub_pow,pow,46,190,logreg,patho
H2,0.7463127400537515,0.39421631532355517,9.12,sub_pow,pow,46,190,logreg,patho
H3,0.7268588218529671,0.2677879871410203,10.42,sub_pow,pow,46,190,logreg,patho
H4,0.6778430129428666,0.2464519675146838,8.91,sub_pow,pow,46,190,logreg,patho
H5,0.6718481567644954,0.24876486221240626,8.7,sub_pow,pow,46,190,logreg,patho
H6,0.681076323534731,0.2615170622153808,10.58,sub_pow,pow,46,190,logreg,patho
H7,0.7549134749307312,0.3616197939475565,9.79,sub_pow,pow,46,190,logreg,patho
H8,0.6847946384653222,0.09059031354349316,9.55,sub_pow,pow,46,190,logreg,patho
H9,0.6995031505945372,0.24599826884457476,9.46,sub_pow,pow,46,190,logreg,patho
H10,0.7226311293425206,0.3263715079340695,9.63,sub_pow,pow,46,190,logreg,patho
H11,0.7061754521849573,0.3500870187939427,9.88,sub_pow,pow,46,190,logreg,patho
H12,0.8001125700729816,0.44721893964877374,8.56,sub_pow,pow,46,190,logreg,patho
H13,0.725579429376541,0.31757189928626656,9.03,sub_pow,pow,46,190,logreg,patho
H14,0.7603658213073005,0.30783311385296597,8.83,sub_pow,pow,46,190,logreg,patho
H15,0.5879818486544603,0.15886279708968823,10.75,sub_pow,pow,46,190,logreg,patho
H16,0.7781388220687515,0.41191709311246133,9.86,sub_pow,pow,46,190,logreg,patho
H17,0.7899486829615568,0.4139123362492187,9.43,sub_pow,pow,46,190,logreg,patho
H18,0.71145688236039,0.34691618184322137,8.62,sub_pow,pow,46,190,logreg,patho
H19,0.7538240816929342,0.3289251704094895,10.21,sub_pow,pow,46,190,logreg,patho
H20,0.668913288822791,0.13399791086763235,10.56,sub_pow,pow,46,190,logreg,patho
H21,0.723858259051392,0.37867996927834807,10.02,sub_pow,pow,46,190,logreg,patho
H22,0.7575706901793859,0.36535829078270077,9.44,sub_pow,pow,46,190,logreg,patho
H23,0.7363680072402284,0.30787657696656584,9.1,sub_pow,pow,46,190,logreg,patho
H24,0.7624415584415584,0.3650181522159912,9.14,sub_pow,pow,46,190,logreg,patho
H25,0.7831858407079646,0.4381332896898575,10.75,sub_pow,pow,46,190,logreg,patho
H26,0.7974895930677088,0.3872858971108089,10.7,sub_pow,pow,46,190,logreg,patho
H27,0.8089906463772161,0.47097022095055957,10.27,sub_pow,pow,46,190,logreg,patho
H28,0.6488284202569917,0.22241527418076965,9.61,sub_pow,pow,46,190,logreg,patho
H29,0.7213054906542057,0.36393287457576046,10.29,sub_pow,pow,46,190,logreg,patho
H30,0.7143939393939395,0.3140713183089665,9.63,sub_pow,pow,46,190,logreg,patho
H1,0.7496428545088077,0.3696528377309776,13.83,sub_cov,cov,42,190,logreg,patho
H2,0.7254530677873083,0.33337098823849887,15.14,sub_cov,cov,42,190,logreg,patho
H3,0.7046334244080146,0.21481237636336326,11.06,sub_cov,cov,42,190,logreg,patho
H4,0.779253531354471,0.34814615640358043,11.5,sub_cov,cov,42,190,logreg,patho
H5,0.7407793486041516,0.3165211318388271,11.43,sub_cov,cov,42,190,logreg,patho
H6,0.6807052421607386,0.21513605556937734,12.75,sub_cov,cov,42,190,logreg,patho
H7,0.7523695552168373,0.4118435990245358,12.4,sub_cov,cov,42,190,logreg,patho
H8,0.68547507788162,0.12526023383455773,9.88,sub_cov,cov,42,190,logreg,patho
H9,0.7327612233191438,0.26828505623214105,11.52,sub_cov,cov,42,190,logreg,patho
H10,0.7583696580705666,0.3010935706486732,10.75,sub_cov,cov,42,190,logreg,patho
H11,0.8422128741780015,0.34082502358314315,11.47,sub_cov,cov,42,190,logreg,patho
H12,0.7557626055816625,0.3502952698662517,12.34,sub_cov,cov,42,190,logreg,patho
H13,0.7733588285613647,0.3386929214379755,12.71,sub_cov,cov,42,190,logreg,patho
H14,0.7818634603140917,0.31084930125739413,11.04,sub_cov,cov,42,190,logreg,patho
H15,0.6138859901548451,0.19296007881008576,12.02,sub_cov,cov,42,190,logreg,patho
H16,0.8288747057758464,0.5070528116329791,11.68,sub_cov,cov,42,190,logreg,patho
H17,0.8209391314665402,0.4435189361688259,12.54,sub_cov,cov,42,190,logreg,patho
H18,0.6958536469545396,0.33517880862651184,11.65,sub_cov,cov,42,190,logreg,patho
H19,0.7729040515925762,0.30724510174498715,12.57,sub_cov,cov,42,190,logreg,patho
H20,0.6427448870887784,0.13090677126932665,11.66,sub_cov,cov,42,190,logreg,patho
H21,0.7058215032463959,0.34220640845242134,12.12,sub_cov,cov,42,190,logreg,patho
H22,0.7124049863180297,0.33672299970677877,11.18,sub_cov,cov,42,190,logreg,patho
H23,0.7101363199275978,0.23575832294044086,12.53,sub_cov,cov,42,190,logreg,patho
H24,0.8012294372294371,0.40300115602290326,13.73,sub_cov,cov,42,190,logreg,patho
H25,0.7963590391908975,0.421038545532417,11.55,sub_cov,cov,42,190,logreg,patho
H26,0.8031603092345595,0.350918962008218,11.23,sub_cov,cov,42,190,logreg,patho
H27,0.7938294010889292,0.4801764427672136,11.67,sub_cov,cov,42,190,logreg,patho
H28,0.6458049886621314,0.19193893321036615,13.22,sub_cov,cov,42,190,logreg,patho
H29,0.8189252336448598,0.5335597183082854,12.07,sub_cov,cov,42,190,logreg,patho
H30,0.7575757575757576,0.4090835304230178,12.25,sub_cov,cov,42,190,logreg,patho
