fold,mcc_overall,fit_secs,mcc_H1,mcc_H2,mcc_H3,mcc_H4,mcc_H5,mcc_H6,mcc_H7,mcc_H8,mcc_H9,mcc_H10,mcc_H11,mcc_H12,mcc_H13,mcc_H14,mcc_H15,mcc_H16,mcc_H17,mcc_H18,mcc_H19,mcc_H20,mcc_H21,mcc_H22,mcc_H23,mcc_H24,mcc_H25,mcc_H26,mcc_H27,mcc_H28,mcc_H29,mcc_H30,condition,group,seed,n_features,model,task
1,0.7722924472469502,14.43,0.7990111490519219,0.8628002573572572,0.8693268410973906,0.8177983904821694,0.8513948427924493,0.7166511213903557,0.8278025223141067,0.4356111839014887,0.8414184930277773,0.7147310489495508,0.6869659100221387,0.7190637610756639,0.7330760737437021,0.37255586634669635,0.6387510197309116,0.6457468836057945,0.5980521716593331,0.39428416483621664,0.878754308910946,0.3663146314853107,0.8969493306857804,0.8566987243705336,0.6595561574763579,0.7668777796680378,0.7982673057263575,0.2437283228004802,0.8992368742368743,0.9165676909801441,0.3903847609497061,0.416819597801127,sub_coh,coh,42,190,logreg,site
2,0.7666807036274528,13.63,0.8023506453030532,0.846471248628162,0.8542843801289743,0.8154098290358581,0.8552250667501299,0.7172831205379347,0.8290047943221709,0.6476184543489744,0.8021949131678561,0.730392496007787,0.6613435932250532,0.731334301249209,0.6874271044652489,0.34176158013208363,0.5951989892409839,0.61902547981711,0.591395851300684,0.4473956737909149,0.8951900926019379,0.4631840495811269,0.9294962933507369,0.8446384935576214,0.5221905029954566,0.7010106352127762,0.7929119188760847,0.25188145505160114,0.8492226021711357,0.9745309345281062,0.2901167496572481,0.44265560523311037,sub_coh,coh,42,190,logreg,site
3,0.7691127345892917,13.69,0.8001686028679426,0.8466571774024417,0.8594559551536313,0.8340219548112827,0.8492580945071296,0.6876338662292328,0.8401301218538828,0.4772676906054052,0.8040731892691177,0.7253661240876854,0.6721471146029879,0.7088493308480085,0.7314013225850269,0.327488534551994,0.5595287670170216,0.671205055831746,0.6520342569830625,0.34235789758220714,0.8551509817701611,0.5219739108746063,0.911086085300277,0.8551995716958234,0.7050491208873426,0.6658751930723085,0.851788263202284,0.30240089989981467,0.8485948854201542,0.947063728791815,0.33798049976591565,0.3315894017929375,sub_coh,coh,42,190,logreg,site
4,0.7616222405638242,13.07,0.8039899782809649,0.8451103647483201,0.859637295136398,0.8072989989203584,0.8508971532251501,0.672037346047307,0.8105228568493018,0.4420981701005711,0.7588728672596212,0.7400798834493956,0.6799617175226169,0.7181057224020937,0.7157801553197793,0.22834652345799336,0.6720589566976441,0.6024720788205733,0.5979650569644089,0.37906360122675664,0.874938897538442,0.4245543349183274,0.9020970470922198,0.8546940144917244,0.6665066613480716,0.7103087617756536,0.8158056992191072,0.1760064981049345,0.8626036734442979,0.931922766134977,0.2652109444075887,0.17908261950815144,sub_coh,coh,42,190,logreg,site
0,0.7818372945393214,13.83,0.815763701133436,0.8640711636476273,0.877611256489079,0.8278969375854437,0.8549233817589103,0.6746076865337135,0.8466895938065064,0.5292169390910939,0.7874247525295901,0.7111307840771257,0.7214226621462112,0.7362339312657362,0.7436777931431743,0.2548303544472807,0.7091366965482258,0.6697983568266951,0.6143236524426499,0.4217649665864889,0.8814235505237478,0.4812176133944847,0.9158988650620937,0.8616044130178385,0.7067666576272302,0.795800253881,0.8517313065066141,0.332704016450231,0.8542496791000727,0.9594956318146153,0.2658472438614294,0.36009572987319877,sub_coh,coh,43,190,logreg,site
1,0.7806646189686912,15.42,0.8123020271065301,0.8699473241330178,0.8612619093776663,0.8035174767760535,0.8558426449865917,0.7027849837113753,0.8345373972799374,0.5188211304277972,0.8294721945869945,0.7259986252566119,0.6828304875833675,0.737039552120385,0.7413476247837932,0.3744683407446837,0.6612288351576545,0.6678118819251163,0.6345516799038662,0.3937118549192169,0.9029072541201361,0.40849441208316445,0.8861003431307949,0.9128038607777266,0.6584356205682358,0.8037101577064252,0.863884651344998,0.3732423538133979,0.8399887191097827,0.9863188072098796,0.324645058266894,0.6035244614067339,sub_coh,coh,43,190,logreg,site
2,0.7756196014389027,14.23,0.8033523723333226,0.8756261582136552,0.8629018507181496,0.8299057598357249,0.8528794067559373,0.678066746935774,0.8230510913437763,0.4772676906054052,0.7955001522048732,0.7565978589087833,0.6660649905863187,0.728491979547654,0.7282670208424225,0.38579029028815714,0.6330996092220817,0.6889663745537694,0.641095574865597,0.43765428213283086,0.8796839023109554,0.3955771940030669,0.907798318240766,0.810626490892029,0.6810777908975809,0.7535617447285802,0.8434719793132691,0.27599540910765125,0.8927497022881126,0.9735318643959076,0.30176766182218007,0.37132812808861365,sub_coh,coh,43,190,logreg,site
3,0.7771194349539489,12.99,0.8205754396437553,0.8602724912237777,0.8749570107893815,0.8284311701147967,0.8576928012182151,0.657069112616891,0.8521234443189514,0.4847966841875263,0.8211849344271256,0.6919928436959742,0.7074762654559502,0.6875754023699008,0.7381815795809413,0.25455866789184417,0.610777405161427,0.6795398847046721,0.6875781609946647,0.3589318624313454,0.8452338304906128,0.3582749578117586,0.8644023680208238,0.8886293822986691,0.6716988160958932,0.7125197477320412,0.8844895459714811,0.2823957790208509,0.9474667943121545,0.9608924532407055,0.4033570811965125,0.34034120444039373,sub_coh,coh,43,190,logreg,site
4,0.7821924924092462,14.27,0.8078559729513572,0.8660034651113878,0.8862590971018238,0.826498802456594,0.8638048981166881,0.6656574702119797,0.8173282663573385,0.5009623814668227,0.8290419937550495,0.7492860673758202,0.7100637663452196,0.7464232252242111,0.746107552481856,0.25836236480897923,0.6898765218370322,0.7036118966033649,0.6427371977904909,0.41519790512092447,0.8994020780369077,0.41728114292319846,0.9127494271785799,0.8787450744673746,0.6887791642057343,0.7625961049929217,0.8411731257107865,0.24882374932918724,0.9065788054768702,0.9031445999643282,0.23324874049068545,0.2642258158293802,sub_coh,coh,43,190,logreg,site
0,0.7779375220271878,13.99,0.8117615164255839,0.8780414224758983,0.8625064878372842,0.8129017151617365,0.8658585945175042,0.6764541533979711,0.8452879826098458,0.5351575062986501,0.823527915708228,0.7157082908463922,0.6774944634040257,0.7329817893149664,0.7403438962261287,0.19846762160921796,0.6248088448026452,0.667260656421261,0.6413345709124253,0.45876226436830464,0.8840220442119889,0.467455340092081,0.9118701491990093,0.8862050296826377,0.7308444076615928,0.8149939082923721,0.8458726394267418,0.2690998139521323,0.8792631820514155,0.9456172245578404,0.2531898335114353,0.2702956617850235,sub_coh,coh,44,190,logreg,site
