accuracy,precision,recall,f1-score,auc,mcc,hospital,method,n_calib,n_test,pca_var,n_features
0.7875197472353871,0.9153605015673981,0.8233082706766918,0.8668975754576942,0.8333441896821261,0.36004025358809005,AKS,raw,30,1266,,2850
0.7420829252366961,0.5067437379576107,0.654228855721393,0.5711183496199783,0.7775812174188816,0.3974589003266842,ARCHDAM,raw,30,3063,,2850
0.7160454832596336,0.436426116838488,0.6764314247669774,0.5305483028720627,0.782368298445413,0.3571132976712455,B2K,raw,30,3166,,2850
0.4352409638554217,0.9678714859437751,0.3963815789473684,0.5624270711785297,0.7526433270676691,0.14552644042288462,CHE,raw,30,664,,2850
0.7746478873239436,0.7528089887640449,0.475177304964539,0.5826086956521739,0.851959686450168,0.4606679489100905,CMD,raw,30,426,,2850
0.5725806451612904,0.9625629949604032,0.5454916360669114,0.6963541666666667,0.7246449176421029,0.21615694780822292,GAK,raw,30,2728,,2850
0.5706806282722513,0.4308093994778068,0.8549222797927462,0.5729166666666666,0.7517998363785111,0.28233737535665415,KAL,raw,30,573,,2850
0.6277328541479484,0.3798536859876196,0.8272058823529411,0.520632472040108,0.7846445058403861,0.33624534946321705,KATMOJPRZ,raw,30,3339,,2850
0.7560975609756098,0.7819548872180451,0.832,0.8062015503875969,0.8209000000000001,0.4797815331469858,KIEG,raw,30,205,,2850
0.6771099744245525,0.7877428998505231,0.5921348314606741,0.6760744066709429,0.7457340046010736,0.38180416102863524,KLU,raw,30,1564,,2850
0.7147385103011094,0.7034482758620689,0.6845637583892618,0.6938775510204082,0.7785134127416007,0.42704633226539296,KUD,raw,30,631,,2850
0.6235565819861432,0.46715328467153283,0.8827586206896552,0.6109785202863962,0.8357040229885058,0.36794216521902817,LUMICE,raw,30,433,,2850
0.7432498772704959,0.7625994694960212,0.6256800870511425,0.6873879258816498,0.8118998444681063,0.47980769836352366,LUX_A,raw,30,2037,,2850
0.7256461232604374,0.7379518072289156,0.8277027027027027,0.7802547770700637,0.8258584671628151,0.4232516418039621,MKW,raw,30,503,,2850
0.7613636363636364,0.8125,0.8756476683937824,0.8428927680798005,0.7650149602276874,0.3539714908701977,MOR,raw,30,264,,2850
0.7632058287795993,0.6512820512820513,0.8718535469107551,0.7455968688845401,0.8770291182142029,0.552574454516328,OST,raw,30,1098,,2850
0.7672727272727272,0.7026194144838213,0.7047913446676971,0.7037037037037037,0.8413584593976955,0.5120893421594799,OTW,raw,30,1650,,2850
0.4636734693877551,0.9388111888111889,0.4633304572907679,0.6204506065857885,0.48490077653149266,-0.03030791531474762,PIO,raw,30,1225,,2850
0.7121212121212122,0.6466739367502726,0.8179310344827586,0.7222898903775883,0.8188398699369756,0.4447424770758789,PRZ,raw,30,1584,,2850
0.7734806629834254,0.8103448275862069,0.831858407079646,0.8209606986899564,0.8326392503904216,0.513160108067606,PUS,raw,30,362,,2850
0.7142857142857143,0.7380952380952381,0.775,0.7560975609756098,0.7852083333333333,0.4124789556921527,SL2,raw,30,140,,2850
0.785231877532643,0.8572222222222222,0.8752127056154283,0.8661240527645243,0.7752974163234067,0.32420386733012185,SLU,raw,30,2221,,2850
0.7690721649484537,0.7248322147651006,0.6033519553072626,0.6585365853658537,0.8317084748238215,0.4909476467094649,SRK,raw,30,485,,2850
0.625137091467427,0.9247648902821317,0.5726566833056018,0.7073128960438432,0.7740756777645279,0.3224127899216812,STG1,raw,30,4559,,2850
