mcc,accuracy,precision,recall,f1-score,auc,model,hospital,method,n_calib,n_test,pca_var,n_features
0.5144900278709341,0.7560975609756098,0.7878787878787878,0.7289719626168224,0.7572815533980582,0.8216669845508296,catboost,H29,sitewise,30,205,0.9,132
0.3349923624931432,0.8355795148247979,0.3961538461538461,0.4671201814058957,0.4287200832466181,0.7685901137542664,catboost,H3,sitewise,30,3339,0.9,135
0.475,0.7428571428571429,0.7,0.7,0.7,0.7897916666666668,catboost,H30,sitewise,30,140,0.9,132
0.4493977784766538,0.7984838913455464,0.5498753117206983,0.6142061281337048,0.5802631578947368,0.8141999836146158,catboost,H4,sitewise,30,3166,0.9,131
0.3532955063549293,0.7130883301096067,0.6129032258064516,0.5181818181818182,0.5615763546798029,0.7312169648533284,catboost,H5,sitewise,30,3102,0.9,129
0.3342701546754961,0.6199478487614081,0.8455428067078552,0.49153412006157,0.6216742375081116,0.729330730775068,catboost,H6,sitewise,30,3068,0.9,130
0.4826161081674116,0.782239634345413,0.5861365953109072,0.687799043062201,0.6329113924050633,0.8274353680257303,catboost,H7,sitewise,30,3063,0.9,159
0.1597915462271661,0.4809384164222874,0.984033613445378,0.4559968847352025,0.623203831825439,0.7412358839563863,catboost,H8,sitewise,30,2728,0.9,131
0.3065432282341558,0.6015308419630797,0.911911911911912,0.5333723653395784,0.6730698189878094,0.7548276428776861,catboost,H9,sitewise,30,2221,0.9,130
0.4533398522923852,0.7564102564102564,0.6042751438750342,0.6667674629573632,0.6339850488786659,0.8095218425703012,catboost,H1,sitewise,30,10452,0.8,46
0.3713731607941449,0.7245949926362297,0.6158940397350994,0.5306704707560628,0.5701149425287356,0.772096320910248,catboost,H10,sitewise,30,2037,0.8,54
0.5253330270563614,0.7830303030303031,0.7534246575342466,0.6239870340356564,0.6826241134751773,0.8381168599898645,catboost,H11,sitewise,30,1650,0.8,54
0.4383611535645378,0.7556818181818182,0.5658627087198516,0.665938864628821,0.6118355065195586,0.8108735951352315,catboost,H12,sitewise,30,1584,0.8,53
0.4485699931865316,0.790920716112532,0.6353591160220995,0.5411764705882353,0.5844980940279543,0.8025801786913186,catboost,H13,sitewise,30,1564,0.8,54
0.3517951266010221,0.6563981042654028,0.9226100151745068,0.6129032258064516,0.7365233192004845,0.7825413527195668,catboost,H14,sitewise,30,1266,0.8,54
0.2388584073959345,0.6448979591836734,0.6245733788395904,0.3602362204724409,0.4569288389513108,0.647138119241371,catboost,H15,sitewise,30,1225,0.8,54
0.5587217708823408,0.7741094700260643,0.6222222222222222,0.8571428571428571,0.721030042918455,0.8682544163910624,catboost,H16,sitewise,30,1151,0.8,54
0.4979657814845735,0.7841530054644809,0.6559766763848397,0.6540697674418605,0.6550218340611353,0.840521096786133,catboost,H17,sitewise,30,1098,0.8,54
0.3944253208712564,0.703030303030303,0.7850877192982456,0.4221698113207547,0.549079754601227,0.7473623241549437,catboost,H18,sitewise,30,990,0.8,55
0.4499289993376615,0.7763440860215054,0.4579124579124579,0.7431693989071039,0.5666666666666667,0.8526931039275498,catboost,H19,sitewise,30,930,0.8,55
0.4119025447666077,0.7071726255757842,0.6937321937321937,0.6792189679218968,0.6863988724453841,0.7800240867648671,catboost,H2,sitewise,30,4559,0.8,54
0.1946404536812864,0.4924698795180723,0.8794642857142857,0.388560157790927,0.5389876880984952,0.6864910363195518,catboost,H20,sitewise,30,664,0.8,54
0.4216319404566483,0.7717908082408875,0.7217391304347827,0.4256410256410256,0.535483870967742,0.7788285109386027,catboost,H21,sitewise,30,631,0.8,54
0.47889756664957,0.7801047120418848,0.544973544973545,0.7202797202797203,0.6204819277108434,0.8129126687266222,catboost,H22,sitewise,30,573,0.8,54
0.3383002142905973,0.6679920477137177,0.6915887850467289,0.5943775100401606,0.6393088552915767,0.7419599658476425,catboost,H23,sitewise,30,503,0.8,54
0.4902502435229476,0.7814432989690722,0.7521367521367521,0.5333333333333333,0.624113475177305,0.8202840909090908,catboost,H24,sitewise,30,485,0.8,54
0.4254858495522045,0.7528868360277137,0.5202702702702703,0.6814159292035398,0.5900383141762452,0.8323008849557522,catboost,H25,sitewise,30,433,0.8,55
0.5153751163612901,0.7793427230046949,0.7424242424242424,0.620253164556962,0.6758620689655173,0.8513602871717363,catboost,H26,sitewise,30,426,0.8,54
0.559380947304595,0.7900552486187845,0.7518248175182481,0.7103448275862069,0.7304964539007093,0.8531701890989989,catboost,H27,sitewise,30,362,0.8,54
0.362540662091791,0.7007575757575758,0.6444444444444445,0.5523809523809524,0.5948717948717949,0.7765798143156635,catboost,H28,sitewise,30,264,0.8,54
0.5906062131748266,0.7951219512195122,0.8155339805825242,0.7850467289719626,0.8,0.8442685485409116,catboost,H29,sitewise,30,205,0.8,54
0.32822972054162,0.8230008984725966,0.3724489795918367,0.4965986394557823,0.4256559766763848,0.7553665128347176,catboost,H3,sitewise,30,3339,0.8,56
0.475,0.7428571428571429,0.7,0.7,0.7,0.79,catboost,H30,sitewise,30,140,0.8,54
0.446437056662912,0.7883765003158559,0.5271493212669683,0.649025069637883,0.581772784019975,0.8222424763777377,catboost,H4,sitewise,30,3166,0.8,54
0.3332662202913402,0.6976144422952933,0.5768500948766604,0.5527272727272727,0.564531104921077,0.7287821269639452,catboost,H5,sitewise,30,3102,0.8,53
0.323122079730252,0.6043024771838331,0.8516746411483254,0.4566444330425859,0.5945223780895124,0.7190461321334787,catboost,H6,sitewise,30,3068,0.8,53
0.4594579562631083,0.7701599738818152,0.5656063618290258,0.680622009569378,0.6178067318132465,0.8081209729225705,catboost,H7,sitewise,30,3063,0.8,73
0.1471449211890296,0.4838709677419355,0.9801324503311258,0.4610591900311526,0.6271186440677966,0.7372687889408099,catboost,H8,sitewise,30,2728,0.8,53
0.3202884256171133,0.6042323277802791,0.9199594731509624,0.531615925058548,0.6738404452690167,0.759873271521244,catboost,H9,sitewise,30,2221,0.8,53
0.4969004876162685,0.7843474933027171,0.6649952992792229,0.6416691865739341,0.6531240381655894,0.8300557610158742,catboost,H1,combat,30,10452,none,2850
0.4465152011213951,0.7623956799214531,0.7246376811594203,0.4992867332382311,0.5912162162162162,0.8213085241784619,catboost,H10,combat,30,2037,none,2850
0.5319231920332751,0.786060606060606,0.8157894736842105,0.5526742301458671,0.6589371980676328,0.8516664810052702,catboost,H11,combat,30,1650,none,2850
