MCC_Overall,Accuracy,Precision (Macro),Precision (Weighted),Recall (Macro),Recall (Weighted),F1-Score (Macro),F1-Score (Weighted),AUC (OvR),AUC (OvO),MCC_H1,MCC_H10,MCC_H11,MCC_H12,MCC_H13,MCC_H14,MCC_H15,MCC_H16,MCC_H17,MCC_H18,MCC_H19,MCC_H2,MCC_H20,MCC_H21,MCC_H22,MCC_H23,MCC_H24,MCC_H25,MCC_H26,MCC_H27,MCC_H28,MCC_H29,MCC_H3,MCC_H30,MCC_H4,MCC_H5,MCC_H6,MCC_H7,MCC_H8,MCC_H9,model,method,fold_id,pca_var,n_features
0.8619013538872926,0.8736746440472584,0.7914474062028767,0.8720398825533113,0.7760946265921966,0.8736746440472584,0.7815972200737883,0.8723684353544887,0.9875492569489289,0.9837398637990259,0.8970818969144319,0.8638213343093326,0.8237909792337126,0.8063035178778994,0.8154683348744498,0.408851208990939,0.7996379589148984,0.8131115904271312,0.7665816518533631,0.6383253427384834,0.9079137223537335,0.9450294147167737,0.37473069985308133,0.9339178020313835,0.9118145996126361,0.8379108288594999,0.823570229180268,0.9268704609672256,0.34706947363854934,0.8906494122331123,0.931922766134977,0.3649802484666232,0.9144762239241653,0.4506179327766306,0.9389920606018256,0.9359294386934701,0.8017904418788723,0.8749340032037025,0.7494287205139034,0.8497840375245852,logreg,raw,0,none,2850
0.8573502356099473,0.8695849742502272,0.800774903022258,0.8697411484319347,0.7807422743498053,0.8695849742502272,0.7896460323173621,0.8693325494299072,0.9853498458476689,0.9823704711994722,0.8909704024312484,0.8400843424703808,0.7816983979476175,0.8177165257815434,0.8214153484059816,0.4016716590895552,0.8330258474081177,0.8053791743297748,0.7846886689429914,0.6176148221512363,0.9366845606672398,0.941099212944566,0.4552358271095681,0.8999407954478761,0.9273097870156267,0.8640410613434444,0.8037101577064252,0.9122230997923496,0.3485127592586443,0.9270868914617768,0.9728206500483728,0.5246084627460644,0.9117122780472817,0.5439347886156397,0.9452068947848743,0.931924224812135,0.7781830715814173,0.8459073172161848,0.609840569145038,0.8922480464135223,logreg,raw,1,none,2850
0.8522881487735836,0.8648894274462284,0.7841536858694697,0.8646030745920475,0.7714815724023758,0.8648894274462284,0.7762525028019095,0.8643163202007886,0.9854409692783594,0.9819299465941188,0.8914766575914651,0.8654951991782955,0.797226521136253,0.7975176184001774,0.805863298989746,0.3712396710785186,0.8182905792474643,0.7876429519811041,0.7823684903650081,0.5985298497084375,0.8979793981263062,0.9351798423894514,0.5386922698584032,0.9061470890895736,0.8774861120977205,0.7850073370317107,0.7876606291010461,0.896384342306965,0.32449271576971717,0.9501607889826149,0.9347638659054756,0.39258982057859454,0.9254292414636254,0.36009572987319877,0.9329815455660729,0.9168713828276984,0.7873931649790853,0.832047200275865,0.7681159060626334,0.9016187359573532,logreg,raw,2,none,2850
0.8549148997666163,0.8674644047258406,0.8007364119134527,0.8646884100136328,0.7666518022009513,0.8674644047258406,0.7804759139991759,0.8654048490866153,0.9849392857597868,0.9815381176511826,0.88880010926403,0.8653462965984225,0.7906072266352655,0.8097453716378474,0.8123803439932179,0.457857907363543,0.8431216601968053,0.7812163523306812,0.8084228448142768,0.49997429542863703,0.8879588846912766,0.9284374591861478,0.4843066667695689,0.9222313751526781,0.9058121883126634,0.7876402235535362,0.7656350983727117,0.9200457283550803,0.2949883138579408,0.8604886099992664,0.986679226547175,0.48819292413035614,0.9180074416830427,0.5101720296039304,0.9363470621274793,0.9315711571615275,0.7749634934925005,0.8543160369424151,0.6938576973292058,0.9109894255011841,logreg,raw,3,none,2850
0.8566488129668305,0.8688276279915177,0.7885268844512117,0.8670086369934507,0.7708798687646882,0.8688276279915177,0.7778814674174526,0.8674323957687586,0.986325083473148,0.9827907090280628,0.8905829908506148,0.8596049748458262,0.7973102303434934,0.8202134716475937,0.8272089614740369,0.34957130397313707,0.7912644589320621,0.792580422398589,0.7886119562211737,0.5578687870252218,0.9134970579578355,0.9321968898722582,0.5379535232021777,0.9620432560156935,0.937763733308939,0.8380471944561209,0.7187894060154161,0.896384342306965,0.39057455728395973,0.9084512677401769,0.8896706629514771,0.4224266501613863,0.92040992410569,0.4411136869684796,0.9404658563800676,0.9156173738225732,0.8130995975693025,0.856753693490099,0.6307715841559264,0.8828773568696914,logreg,raw,4,none,2850
0.8642634269772603,0.8757952135716449,0.790189745599844,0.8747415472405518,0.7778663348002627,0.8757952135716449,0.781780816933116,0.8747556557426912,0.9879641871763424,0.9841491661048386,0.8981998219636214,0.8696842013348144,0.8286870059496104,0.810808323196646,0.824257396216322,0.3979499787005404,0.795350278983261,0.8208911216379949,0.7616171268185699,0.6436995570457419,0.9115142784729211,0.9457373052863449,0.38518803020982145,0.9287451753951769,0.9168949135973037,0.8231628989059228,0.8292329438028206,0.9345876746861622,0.38149479943301173,0.8906494122331123,0.9598578410469673,0.34688652456584856,0.9200059690394282,0.36009572987319877,0.938147434625211,0.9411603168047806,0.8081476241161728,0.8767555602541971,0.7494287205139034,0.8551965143573254,logreg,raw,0,all,2850
0.8618185925587278,0.8736746440472584,0.8050620559926748,0.8736927412978278,0.7880964646906068,0.8736746440472584,0.7955834397931711,0.8733577886728389,0.9864335580003807,0.9835017347504531,0.8928675011855257,0.8547486343696492,0.771995581500328,0.8211533566459388,0.8525063688094882,0.4398959138746594,0.8402553319918334,0.8053791743297748,0.7665816518533631,0.6492520238329029,0.9405394857322986,0.9422602878436336,0.5077854281324329,0.9104039832666019,0.916104949331456,0.8407301676651522,0.795044210393341,0.906829593526254,0.37250744283270576,0.9277519068754005,0.9728206500483728,0.5419046793584643,0.9161026100673574,0.5318704999349755,0.9506463362883155,0.9320897293733305,0.7805579801128578,0.8529675657295851,0.6307715841559264,0.8828773568696914,logreg,raw,1,all,2850
0.8559634152078017,0.8682217509845501,0.7883394959396033,0.867936826254419,0.7793954874663919,0.8682217509845501,0.7824688369672306,0.8676812416414644,0.9856822018135223,0.9820556148196156,0.8944316597102825,0.8660330603757131,0.8000887084621373,0.79403918440279,0.8165122730011523,0.43019062000739794,0.8275667139553774,0.810213469198479,0.7823684903650081,0.6376145248082479,0.9136486677128164,0.9338762979447046,0.560503916427198,0.9120368564536838,0.8575302164984113,0.8172060278744268,0.7774571143110977,0.9278059662321757,0.2936232798852259,0.9319065876031591,0.9330364555467595,0.4365960346344179,0.9193475625279134,0.32845799903814693,0.9410333894041115,0.9191820222987342,0.7765288166633145,0.8405345188716832,0.7939177846208175,0.8810287274644379,logreg,raw,2,all,2850
0.8607411413318262,0.8727658285368071,0.8090918973719091,0.870457072902978,0.7739173137126195,0.8727658285368071,0.7889187171758577,0.8709825839354003,0.9856144409574238,0.9821677291235978,0.895171792273087,0.8713342089737615,0.7897150313944942,0.8281328460330275,0.8217145887442999,0.4912226384217795,0.8374168534266583,0.7875650622487583,0.803038258669658,0.5040334851199472,0.9052588827670675,0.9408705632505707,0.5067230631848583,0.9216749215993623,0.92138168184188,0.769943575516331,0.7915878290740637,0.9355053175045293,0.30413660915402235,0.8821779007981818,0.9735318643959076,0.48875576063634574,0.9200059690394282,0.5365970024765087,0.9373020819881829,0.927593826315818,0.784835186561814,0.8589857949893096,0.709357753828136,0.9247350977463076,logreg,raw,3,all,2850
0.8588119305351393,0.8707967282641623,0.788128833232337,0.8690955025900716,0.7724903535028179,0.8707967282641623,0.7786358656658663,0.8695086760419043,0.9867386730867967,0.98325156919638,0.8923202841505968,0.864443840869923,0.7996224854786885,0.8307011043978051,0.8272089614740369,0.33949893762282124,0.795350278983261,0.7899247095923243,0.8016207766632588,0.5588740129098199,0.9099476530998598,0.9365323593939064,0.5413226611492407,0.9620432560156935,0.9263018023360065,0.8276862372926288,0.7244510162487496,0.9055037820239984,0.35656392664814357,0.9177569394918047,0.9031445999643282,0.3751321727437111,0.9221236410163319,0.4730859840928006,0.942881594230047,0.9156173738225732,0.8166743954248455,0.8617120478022965,0.6307715841559264,0.897427628400934,logreg,raw,4,all,2850
