accuracy,precision,recall,f1-score,auc,mcc,hospital,method,n_calib,n_test,pca_var,n_features
0.8183254344391785,0.9237804878048781,0.8543233082706767,0.8876953125,0.8572824387701927,0.4251126771197211,AKS,raw,30,1266,,2850
0.7848514528240287,0.5893958076448829,0.5945273631840796,0.5919504643962848,0.8073350599811918,0.44587457334993646,ARCHDAM,raw,30,3063,,2850
0.7002526847757422,0.4234930448222566,0.729693741677763,0.5359413202933986,0.7911146766354317,0.3641035974263061,B2K,raw,30,3166,,2850
0.4954819277108434,0.9690721649484536,0.46381578947368424,0.6273637374860956,0.7444196428571429,0.16975906859627057,CHE,raw,30,664,,2850
0.8028169014084507,0.7766990291262136,0.5673758865248227,0.6557377049180327,0.8669901704616152,0.5348726309306115,CMD,raw,30,426,,2850
0.5685483870967742,0.9656432748538012,0.5389636882904937,0.6918041372086934,0.744814980108318,0.22308220889033878,GAK,raw,30,2728,,2850
0.6195462478184991,0.46458923512747874,0.8497409326424871,0.6007326007326007,0.7930733569675484,0.3424315578900383,KAL,raw,30,573,,2850
0.6214435459718478,0.37904967602591794,0.8602941176470589,0.5262368815592204,0.8088147863188082,0.34972998979507297,KATMOJPRZ,raw,30,3339,,2850
0.751219512195122,0.7761194029850746,0.832,0.803088803088803,0.8371000000000001,0.4685270035757513,KIEG,raw,30,205,,2850
0.6879795396419437,0.7913043478260869,0.6134831460674157,0.6911392405063291,0.7515353582502584,0.39877107147288354,KLU,raw,30,1564,,2850
0.7400950871632329,0.7481481481481481,0.6778523489932886,0.7112676056338029,0.8167261220952496,0.47791493913315325,KUD,raw,30,631,,2850
0.6997690531177829,0.5306122448979592,0.896551724137931,0.6666666666666666,0.8782567049808429,0.4734670097788847,LUMICE,raw,30,433,,2850
0.7515954835542464,0.7771812080536913,0.6300326441784548,0.6959134615384616,0.8296945229025093,0.4975234466335819,LUX_A,raw,30,2037,,2850
0.7514910536779325,0.7463976945244957,0.875,0.8055987558320373,0.8307057057057058,0.4786300173638904,MKW,raw,30,503,,2850
0.7348484848484849,0.8554913294797688,0.7668393782383419,0.8087431693989071,0.8016492738816317,0.38692436583045253,MOR,raw,30,264,,2850
0.7604735883424408,0.6421568627450981,0.8993135011441648,0.7492850333651097,0.8943768023624146,0.5597497189116182,OST,raw,30,1098,,2850
0.7436363636363637,0.6469816272965879,0.7619783616692427,0.6997870830376153,0.8394769324175849,0.4835648518200032,OTW,raw,30,1650,,2850
0.4857142857142857,0.940099833610649,0.48748921484037966,0.6420454545454546,0.4808873898606426,-0.026178964982149583,PIO,raw,30,1225,,2850
0.7481060606060606,0.6935866983372921,0.8055172413793104,0.7453733248245055,0.8442342740154951,0.5043632300904023,PRZ,raw,30,1584,,2850
0.7707182320441989,0.782608695652174,0.8761061946902655,0.826722338204593,0.8505986465382613,0.4979788662426737,PUS,raw,30,362,,2850
0.6928571428571428,0.7341772151898734,0.725,0.7295597484276729,0.7812500000000001,0.37426000862616654,SL2,raw,30,140,,2850
0.7766771724448447,0.8711189220855302,0.84344866704481,0.8570605187319885,0.7904227361558678,0.3483260966958338,SLU,raw,30,2221,,2850
0.7876288659793814,0.7134831460674157,0.7094972067039106,0.711484593837535,0.8574141015810421,0.5434659174551207,SRK,raw,30,485,,2850
0.5876288659793815,0.9430184804928131,0.5094287298946201,0.6615052214620094,0.7772594236375308,0.3230007996877115,STG1,raw,30,4559,,2850
0.6755644852659778,0.5709619467581251,0.8206572769953052,0.6734084561302128,0.8034495138358142,0.3954378024580668,SZC,raw,30,10452,,2850
0.6212121212121212,0.46934865900383144,0.7142857142857143,0.5664739884393064,0.7197471172173882,0.272736776461824,TER_L,raw,30,990,,2850
0.46559139784946235,0.2932761087267525,0.9855769230769231,0.4520396912899669,0.8946303004474749,0.29063674033838477,TOR,raw,30,930,,2850
0.6052803129074316,0.904099560761347,0.5334773218142549,0.6710133116001087,0.7410995327545111,0.31129679649973213,WLU,raw,30,3068,,2850
0.6750483558994197,0.7789404839764552,0.6399785061794734,0.7026548672566372,0.7363382825987086,0.36023603913970903,Z04O,raw,30,3102,,2850
0.8262380538662033,0.849862258953168,0.8714689265536724,0.8605299860529986,0.912818354567599,0.6305608043612088,ZOZLO,raw,30,1151,,2850
0.7930489731437599,0.918580375782881,0.8270676691729323,0.8704253214638972,0.8388995384500856,0.3763198299429351,AKS,raw,30,1266,0.99,630
0.7495919033627163,0.5184079601990049,0.6480099502487562,0.5760088446655611,0.7792676722628558,0.40646745134899404,ARCHDAM,raw,30,3063,0.99,693
0.6986734049273531,0.41847389558232934,0.6937416777629827,0.5220440881763527,0.7804600077743135,0.3430598302858463,B2K,raw,30,3166,0.99,630
0.4382530120481928,0.9607843137254902,0.4029605263157895,0.5677867902665121,0.7224506578947368,0.12820820246055595,CHE,raw,30,664,0.99,630
0.7816901408450704,0.7666666666666667,0.48936170212765956,0.5974025974025974,0.8586786114221725,0.47917880659945267,CMD,raw,30,426,0.99,633
0.5857771260997068,0.9602787456445993,0.5622195022439821,0.7092125579001544,0.7279899017125553,0.21561393133749884,GAK,raw,30,2728,0.99,632
0.5863874345549738,0.4417989417989418,0.8652849740932642,0.5849387040280211,0.7587810199072812,0.3092427334171197,KAL,raw,30,573,0.99,633
0.633423180592992,0.38342857142857145,0.8223039215686274,0.5229929851909587,0.7883651776207907,0.3395643760040121,KATMOJPRZ,raw,30,3339,0.99,640
0.7560975609756098,0.7819548872180451,0.832,0.8062015503875969,0.8262,0.4797815331469858,KIEG,raw,30,205,0.99,633
0.6764705882352942,0.781524926686217,0.5988764044943821,0.678117048346056,0.7473777214683426,0.3772852266845982,KLU,raw,30,1564,0.99,633
0.7068145800316957,0.6816720257234726,0.7114093959731543,0.6962233169129721,0.7784327952113188,0.413516634081186,KUD,raw,30,631,0.99,631
0.6535796766743649,0.4904214559386973,0.8827586206896552,0.6305418719211823,0.84375,0.406003188263107,LUMICE,raw,30,433,0.99,634
0.7422680412371134,0.7698630136986301,0.6115342763873776,0.6816252274105519,0.8150961319471074,0.4786640610002607,LUX_A,raw,30,2037,0.99,632
0.7256461232604374,0.7393939393939394,0.8243243243243243,0.7795527156549521,0.8302160856508682,0.42357600824075553,MKW,raw,30,503,0.99,632
0.7613636363636364,0.825,0.8549222797927462,0.8396946564885496,0.7673502152813252,0.3745146948507171,MOR,raw,30,264,0.99,633
0.7650273224043715,0.6535162950257289,0.8718535469107551,0.7470588235294118,0.879244747400963,0.55541339332231,OST,raw,30,1098,0.99,631
0.7624242424242424,0.6905829596412556,0.714064914992272,0.7021276595744681,0.8408668892857747,0.5048339692999233,OTW,raw,30,1650,0.99,633
0.45714285714285713,0.9395017793594306,0.455565142364107,0.6135967460778617,0.48773760033466684,-0.026998256127954347,PIO,raw,30,1225,0.99,630
0.7152777777777778,0.649890590809628,0.8193103448275862,0.7248322147651006,0.8202641403396089,0.45056022013753527,PRZ,raw,30,1584,0.99,629
0.7734806629834254,0.8076923076923077,0.8362831858407079,0.8217391304347826,0.8332248828735035,0.5119725937725731,PUS,raw,30,362,0.99,633
0.7214285714285714,0.7530864197530864,0.7625,0.7577639751552795,0.7833333333333334,0.43010856046828544,SL2,raw,30,140,0.99,633
0.7883836109860424,0.8625911385305665,0.8723766307430516,0.8674562887760857,0.7756862929652957,0.34311955962082913,SLU,raw,30,2221,0.99,627
0.7670103092783506,0.7142857142857143,0.6145251396648045,0.6606606606606606,0.8294993975243729,0.48796503792265106,SRK,raw,30,485,0.99,633
0.6242597060758939,0.9288627095604893,0.5684969495285636,0.7053156717701703,0.7766649265331943,0.32851587352419165,STG1,raw,30,4559,0.99,634
0.6548985840030617,0.551071484436102,0.8269953051643193,0.661409931474702,0.7892542323276438,0.3664845391677408,SZC,raw,30,10452,0.99,592
0.6373737373737374,0.4827586206896552,0.6530612244897959,0.5551425030978935,0.6826167870548528,0.26901640694888795,TER_L,raw,30,990,0.99,637
0.5043010752688172,0.3086232980332829,0.9807692307692307,0.46950517836593786,0.8772906456424461,0.31963882063238414,TOR,raw,30,930,0.99,633
0.6241851368970013,0.881233595800525,0.5801295896328293,0.6996613701484762,0.7221957382851604,0.2924328912762006,WLU,raw,30,3068,0.99,625
0.6492585428755642,0.7831501831501831,0.5744223535733477,0.6627402355858648,0.7238849431110878,0.33151970564210115,Z04O,raw,30,3102,0.99,627
0.8184187662901824,0.8287220026350461,0.8884180790960452,0.8575323790047716,0.8984868194513524,0.610865386747225,ZOZLO,raw,30,1151,0.99,632
0.7914691943127962,0.9166666666666666,0.8270676691729323,0.8695652173913043,0.8424216481798557,0.36868521162541046,AKS,raw,30,1266,0.95,242
0.7557949722494287,0.5286885245901639,0.6417910447761194,0.5797752808988764,0.7807118678409634,0.4137460346692493,ARCHDAM,raw,30,3063,0.95,285
0.6873025900189513,0.40953822861468586,0.7203728362183754,0.5222007722007722,0.774213539986712,0.3428052642363438,B2K,raw,30,3166,0.95,242
0.47740963855421686,0.9711191335740073,0.44243421052631576,0.607909604519774,0.7267680921052632,0.1688336469034951,CHE,raw,30,664,0.95,242
0.7887323943661971,0.8,0.48226950354609927,0.6017699115044248,0.8524573845962423,0.49761764423929494,CMD,raw,30,426,0.95,244
0.5557184750733137,0.9626587005227782,0.5259077927376581,0.6802110817941952,0.7164731996223452,0.20868702673096703,GAK,raw,30,2728,0.95,243
0.5916230366492147,0.444743935309973,0.8549222797927462,0.5851063829787234,0.7517316607581129,0.309455483756647,KAL,raw,30,573,0.95,244
0.6466007786762503,0.3940628637951106,0.8296568627450981,0.5343330702446725,0.7901973413225775,0.3585846374708362,KATMOJPRZ,raw,30,3339,0.95,249
0.7658536585365854,0.7894736842105263,0.84,0.813953488372093,0.8242999999999999,0.5007304605793887,KIEG,raw,30,205,0.95,244
0.680306905370844,0.7850877192982456,0.6033707865168539,0.6823379923761118,0.7488463974927483,0.3846100609495369,KLU,raw,30,1564,0.95,244
0.7179080824088748,0.6875,0.738255033557047,0.7119741100323624,0.7814458754056071,0.437324984600388,KUD,raw,30,631,0.95,243
0.6397228637413395,0.47924528301886793,0.8758620689655172,0.6195121951219512,0.8409961685823756,0.38420218834522835,LUMICE,raw,30,433,0.95,244
0.7373588610702013,0.7455242966751918,0.6343852013057671,0.6854791299235744,0.8079151913198019,0.466969350103969,LUX_A,raw,30,2037,0.95,244
0.7375745526838966,0.7484848484848485,0.8344594594594594,0.7891373801916933,0.8323540932236585,0.4490899870223019,MKW,raw,30,503,0.95,243
0.7424242424242424,0.8238341968911918,0.8238341968911918,0.8238341968911918,0.7574253813033641,0.344960957454572,MOR,raw,30,264,0.95,244
0.7622950819672131,0.6543859649122807,0.8535469107551488,0.7408142999006951,0.8734391065475304,0.5442291210408068,OST,raw,30,1098,0.95,243
0.7636363636363637,0.6865021770682148,0.7310664605873262,0.7080838323353293,0.8411519691312461,0.510550821137799,OTW,raw,30,1650,0.95,244
0.46040816326530615,0.9399293286219081,0.45901639344262296,0.6168115942028985,0.4856459330143541,-0.02542128101276899,PIO,raw,30,1225,0.95,242
0.7127525252525253,0.6486784140969163,0.8124137931034483,0.7213717085119412,0.8190630645096544,0.4442616823446186,PRZ,raw,30,1584,0.95,241
0.7900552486187845,0.8177966101694916,0.8539823008849557,0.8354978354978355,0.8392113482561165,0.5467740639525539,PUS,raw,30,362,0.95,244
0.7357142857142858,0.7721518987341772,0.7625,0.7672955974842768,0.7974999999999999,0.4615873439722721,SL2,raw,30,140,0.95,244
0.7811796488068438,0.8537396121883657,0.8740782756664776,0.8637892376681614,0.7718668803424096,0.3086688011105387,SLU,raw,30,2221,0.95,240
0.7711340206185567,0.7098765432098766,0.6424581005586593,0.6744868035190615,0.8322014094278307,0.5001680214786159,SRK,raw,30,485,0.95,244
0.614389120421145,0.9366729678638941,0.5496394897393233,0.6927647675637889,0.779771559468043,0.33350000789943474,STG1,raw,30,4559,0.95,244
0.6575774971297359,0.5541593764911723,0.8178403755868544,0.6606617995638571,0.7848460378983635,0.3664997144079682,SZC,raw,30,10452,0.95,219
0.6151515151515151,0.46041666666666664,0.6443148688046647,0.5370595382746051,0.6732170457054537,0.2323237204327659,TER_L,raw,30,990,0.95,246
0.5096774193548387,0.3098159509202454,0.9711538461538461,0.4697674418604651,0.8761519816748349,0.3166576312339019,TOR,raw,30,930,0.95,244
