mcc_overall,mcc_H1,mcc_H10,mcc_H11,mcc_H12,mcc_H13,mcc_H14,mcc_H15,mcc_H16,mcc_H17,mcc_H18,mcc_H19,mcc_H2,mcc_H20,mcc_H21,mcc_H22,mcc_H23,mcc_H24,mcc_H25,mcc_H26,mcc_H27,mcc_H28,mcc_H29,mcc_H3,mcc_H30,mcc_H4,mcc_H5,mcc_H6,mcc_H7,mcc_H8,mcc_H9,model,method,fold
0.8541658834432797,0.9289061923759602,0.880085197033573,0.8266565156227071,0.4685007346328848,0.2823494503646361,0.9347230819570066,0.8725647538557281,0.9115632629956113,0.777774924496575,0.8683392549630919,0.9456172245578404,0.7769923910836065,0.9059237822957161,0.3757336070272284,0.920632217780982,0.4446750357040286,0.7866722394607761,0.9260635347770199,0.8022305177677665,0.607079051511403,0.9118145996126361,0.646615539588427,0.7786539526805183,0.8391723203226333,0.7916026191162356,0.11340578655328022,0.8264498562700472,0.9257886400766423,0.8152323481685638,0.8071921840976028,catboost,raw,1
0.8566891480222016,0.9415178221421017,0.886431647288945,0.9376539214906178,0.4575156208656194,0.43783047625578053,0.9354051547559,0.8593074802899404,0.9041683978128403,0.8144158800267219,0.9160450845441174,0.9441127053839429,0.7513718334831774,0.9384419582285272,0.614579074722189,0.9292263581128813,0.526236254635453,0.7885545272354786,0.9300646247096488,0.7909117352961538,0.5720045093368947,0.9448841247578975,0.6389256943039426,0.7936245514846314,0.8203155970894787,0.7882164643565591,0.0625067067932258,0.8346459705442745,0.898796493888141,0.7968291529602268,0.7328653855898011,catboost,raw,2
0.8472413509230129,0.9112497020085254,0.872596532090114,0.9288069399829839,0.5597688607326824,0.39095186190767256,0.933911328109083,0.8461955207455906,0.8963458958381101,0.7967236422966019,0.9039024891728801,0.9735318643959076,0.7554862032551276,0.9671131851586526,0.5528744234156027,0.9076142996540543,0.46682706480691916,0.7933559014562785,0.9022053900387742,0.8075039390855273,0.607079051511403,0.8774861120977205,0.6215716340511496,0.8004671685454131,0.8006051232923013,0.6178352222076725,0.1938832131132286,0.841832212248009,0.913588565816369,0.7924646577704343,0.7667942153494216,catboost,raw,3
0.848679918072914,0.9641810414828045,0.8772229743291787,0.8798923788260181,0.5202456124863124,0.41490939534443544,0.92877628455564,0.8717764966972167,0.9071522423628479,0.7747525234924449,0.8964941441138033,0.986679226547175,0.8089214546295888,0.9563747135892899,0.5115591523151904,0.9044461765732054,0.5430744949949551,0.7673629826496671,0.9066019836855312,0.7979294092495204,0.5851287529469666,0.894729463028023,0.5671635219755202,0.8135093045247929,0.7995084443484968,0.7750435668547453,-0.0011687797521195695,0.8128746851297127,0.8768725809362004,0.7887033310800102,0.7714957458469535,catboost,raw,4
0.8557317352002666,0.9345876746861622,0.8839456041438758,0.8821779007981818,0.48701622622392765,0.2823494503646361,0.9297054769083808,0.8537996052917421,0.9103830710137019,0.8156766934412534,0.8692415234896512,0.931922766134977,0.7660814709338485,0.9361340128392314,0.4717388930859837,0.9252085101129067,0.5465381098066849,0.7847721346319124,0.922407786420775,0.8309518086786203,0.5430744949949551,0.9128038607777266,0.6468032772076081,0.778164083153385,0.792614727808684,0.8366219991256276,0.19223612466461112,0.8574536821723259,0.9141712583900874,0.7987857525666179,0.7420300195854886,catboost,raw,5
0.9753318860173235,0.9406505015584258,0.9859658814827265,0.9365739199625571,0.9219400171509834,0.7740084721263287,0.9665537523983044,0.985962735696376,0.9962620855510438,0.9866078618958962,0.9518467600233717,0.9731802778267762,0.9769376851529711,1.0,0.7379883773353617,0.9921762743532679,0.8693219969750678,0.9689444990394619,0.9858647747269522,0.9627818924966262,0.986679226547175,0.9944739905897858,0.9830247865885015,0.9512222117472376,0.9550689835219732,0.8956692246505159,0.9035832284555351,0.97334636005426,0.9900449723430828,0.9878469488737516,0.9014811922959336,catboost,sitewise,1
0.9794735962542798,0.9633570584863445,0.9942478166104369,0.9588736528465289,0.9663618119517361,0.758920049006676,0.9777543632259236,0.990522251197797,0.9916262914945285,0.9821306772045688,0.9670003334584755,0.9441127053839429,0.9499898759012437,0.9890369341123191,0.7972395383399652,0.9883785732525806,0.8540952255956976,0.967763187296692,0.9922826904131471,0.9496248763838098,1.0,0.9777755439062578,0.9827790060329437,0.9546099207191068,0.9654646001559162,0.9267719113840379,0.9657965678598505,0.9752086811555025,1.0,0.9951265243452329,0.9561651833169778,catboost,sitewise,2
0.974005973961449,0.9557440365819494,0.9872303087082253,0.969314084314441,0.8675509627021064,0.7064088811451572,0.9723496722172671,0.9893297555488172,0.9953398851797747,0.9888109089512331,0.9621748602123823,0.8103050980514505,0.9803249737817902,0.99459021868065,0.7972395383399652,0.9844502210089698,1.0,0.955845193272549,0.9773835415023808,0.9442952797815581,0.9731802778267762,0.9669304748547385,0.9957478106950498,0.927860974645832,0.9721980757405096,0.9267719113840379,0.9473553104353382,0.9573195220705218,0.9933733689873795,0.9951161230856015,0.9328609441584155,catboost,sitewise,3
0.9743331727572336,0.9252154590700506,0.9855340283955852,0.9686825745291187,0.904743745647953,0.758920049006676,0.98088524263736,0.9881604511546203,0.9953329306014199,0.9910280688808393,0.9620469358441142,0.9456172245578404,0.9567800264532791,0.9890936783973224,0.7972395383399652,0.9832211365113346,0.9456172245578404,0.9752978202208523,0.9848276939973757,0.9607589780261654,0.8427134046458347,0.9833912653051455,0.9743271672389455,0.950549444676852,0.9758944305938555,0.8777241132917186,0.956323876379087,0.9403601900294768,0.9901263841984352,0.9805177558462893,0.9481753793108014,catboost,sitewise,4
0.97351753044208,0.8773444137864459,0.9929303566306241,0.9792298077370692,0.8954371595171741,0.7740084721263287,0.9645619352587925,0.9964474736621663,0.9971892107405401,0.9866078618958962,0.9627286449379459,0.9172438155994661,0.9403502691895624,0.9945327313444948,0.7379883773353617,0.9844854303933284,0.8999706640391154,0.9308279597135454,0.9858100402046641,0.9591140518690023,1.0,0.9549465093706394,0.991408118063561,0.9440652699315809,0.9656909203100186,0.8877098987232686,0.9570614402840555,0.9624275648982173,0.9868081022942405,0.9854459359065647,0.9406505015584258,catboost,sitewise,5
