accuracy,precision,recall,f1-score,auc,mcc,hospital,model,method,n_calib,n_test,tag
0.75,0.6984126984126984,0.7333333333333333,0.7154471544715447,0.7833333333333333,0.49322002520781055,H21,catboost,raw,30,140,dann
0.7504835589941973,0.6745182012847966,0.5727272727272728,0.6194690265486725,0.7799346108437017,0.43891728461485796,H22,catboost,raw,30,3102,dann
0.43373493975903615,0.9171974522292994,0.28402366863905326,0.43373493975903615,0.6487644317139662,0.20122112086835262,H23,catboost,raw,30,664,dann
0.6065840938722294,0.8938428874734607,0.43201641867624424,0.5824974057419579,0.730105629201474,0.35757387063895985,H24,catboost,raw,30,3068,dann
0.7356876508006142,0.8368945868945868,0.5462575546257554,0.6610407876230661,0.7839832666873632,0.48785837473091453,H25,catboost,raw,30,4559,dann
0.8152173913043478,0.6798941798941799,0.6047058823529412,0.6400996264009963,0.7946847079481485,0.5179754194575195,H26,catboost,raw,30,1564,dann
0.4468475073313783,0.9907321594068582,0.41627725856697817,0.5862352618590623,0.7712081386292835,0.17000682751920707,H27,catboost,raw,30,2728,dann
0.7731239092495636,0.5448275862068965,0.5524475524475524,0.5486111111111112,0.7620426085542364,0.39712280178553183,H28,catboost,raw,30,573,dann
0.7444444444444445,0.7060240963855422,0.6910377358490566,0.698450536352801,0.788060870724715,0.47684209873456157,H29,catboost,raw,30,990,dann
0.788879235447437,0.645224171539961,0.8443877551020408,0.7314917127071823,0.872109515743056,0.5764504826383441,H3,catboost,raw,30,1151,dann
0.6473469387755102,0.5781893004115226,0.5531496062992126,0.5653923541247485,0.6553690464424164,0.26912012077833747,H30,catboost,raw,30,1225,dann
0.7157057654075547,0.6879432624113475,0.7791164658634538,0.7306967984934086,0.7878759131012237,0.43585532761709145,H4,catboost,raw,30,503,dann
0.7793427230046949,0.82,0.5189873417721519,0.6356589147286822,0.8158652937842432,0.5149388178607379,H5,catboost,raw,30,426,dann
0.7962690230731467,0.7090643274853801,0.6918687589158345,0.7003610108303249,0.8310828414497681,0.5461582019208684,H6,catboost,raw,30,2037,dann
0.7139784946236559,0.38873994638069703,0.7923497267759563,0.5215827338129496,0.7972655649922094,0.395136981136392,H7,catboost,raw,30,930,dann
0.7612121212121212,0.7851662404092071,0.49756888168557534,0.6091269841269841,0.8017795252611942,0.47363978402360446,H8,catboost,raw,30,1650,dann
0.7917525773195876,0.7318840579710145,0.6121212121212121,0.6666666666666666,0.8296401515151516,0.5213490904295803,H9,catboost,raw,30,485,dann
0.76905311778291,0.5359116022099447,0.8584070796460177,0.6598639455782312,0.8816648230088495,0.5305828377219635,H1,catboost,raw,30,433,baseline
0.7833907386146192,0.6635308874255252,0.639854853341397,0.6514778325123153,0.8199793766133844,0.49458986797652105,H10,catboost,raw,30,10452,baseline
0.7845303867403315,0.7278911564625851,0.7379310344827587,0.7328767123287672,0.8489750516446846,0.552371742971831,H11,catboost,raw,30,362,baseline
0.7187993680884676,0.9195250659630607,0.7026209677419355,0.7965714285714286,0.8017092947963268,0.4032735803020188,H12,catboost,raw,30,1266,baseline
0.7804878048780488,0.8229166666666666,0.7383177570093458,0.7783251231527094,0.8363532328819379,0.5654418392170535,H13,catboost,raw,30,205,baseline
0.8300694883133292,0.6584507042253521,0.520891364902507,0.5816485225505443,0.80737615380414,0.48199833479408727,H14,catboost,raw,30,3166,baseline
0.7933398628795298,0.6071805702217529,0.687799043062201,0.6449803701626472,0.8205064852194577,0.5019570142184943,H15,catboost,raw,30,3063,baseline
0.7292602575621444,0.3006029285099053,0.7913832199546486,0.43570536828963796,0.8295407419926791,0.36341744684435,H16,catboost,raw,30,3339,baseline
0.8068181818181818,0.6881188118811881,0.6069868995633187,0.6450116009280742,0.8380886082822062,0.5149335814224003,H17,catboost,raw,30,1584,baseline
0.7384061233678523,0.891591382904795,0.7511709601873536,0.815379726723864,0.7827172667552305,0.3945041280472036,H18,catboost,raw,30,2221,baseline
0.6553030303030303,0.547945205479452,0.7619047619047619,0.6374501992031872,0.7729260257562144,0.3414034617838355,H19,catboost,raw,30,264,baseline
0.8060109289617486,0.6485260770975056,0.8313953488372093,0.7286624203821656,0.8921642711738943,0.5921283602946386,H2,catboost,raw,30,1098,baseline
0.8050713153724247,0.7647058823529411,0.5333333333333333,0.6283987915407855,0.792378263937897,0.5168786339679432,H20,catboost,raw,30,631,baseline
0.7428571428571429,0.6818181818181818,0.75,0.7142857142857143,0.8075,0.4832895571691945,H21,catboost,raw,30,140,baseline
0.7479045776918117,0.6819221967963387,0.5418181818181819,0.6038500506585613,0.7725365543547362,0.4285226879822467,H22,catboost,raw,30,3102,baseline
0.42771084337349397,0.9205298013245033,0.27416173570019725,0.42249240121580545,0.6746315908491313,0.2004362059030647,H23,catboost,raw,30,664,baseline
0.5889830508474576,0.8865168539325843,0.4048229861467419,0.5558295174357168,0.7510343059913405,0.33366127153363556,H24,catboost,raw,30,3068,baseline
0.7416100021934635,0.8254180602006689,0.5736866573686658,0.6769061985737795,0.7958718111486429,0.49478282016080866,H25,catboost,raw,30,4559,baseline
0.8101023017902813,0.6787709497206704,0.571764705882353,0.6206896551724138,0.8199349274389298,0.49851317678768414,H26,catboost,raw,30,1564,baseline
0.4600439882697947,0.9858030168589175,0.4326323987538941,0.6013531799729364,0.7534194898753894,0.15873197675622014,H27,catboost,raw,30,2728,baseline
0.7609075043630017,0.515625,0.6923076923076923,0.591044776119403,0.766449829240527,0.4364376523607697,H28,catboost,raw,30,573,baseline
0.7383838383838384,0.6805251641137856,0.7334905660377359,0.7060158910329172,0.8008075538369226,0.4720157885388391,H29,catboost,raw,30,990,baseline
0.8053866203301477,0.6693548387096774,0.8469387755102041,0.7477477477477478,0.8887499663897179,0.6037245867755199,H3,catboost,raw,30,1151,baseline
0.6310204081632653,0.5526315789473685,0.5787401574803149,0.5653846153846154,0.661631469706454,0.24531089567618825,H30,catboost,raw,30,1225,baseline
0.7495029821073559,0.7286245353159851,0.7871485943775101,0.7567567567567568,0.8103437371533377,0.5009364986206816,H4,catboost,raw,30,503,baseline
0.7370892018779343,0.7738095238095238,0.41139240506329117,0.5371900826446281,0.806088229737389,0.4133865903388348,H5,catboost,raw,30,426,baseline
0.7957781050564555,0.7216174183514774,0.6619115549215406,0.6904761904761905,0.8513030999342257,0.5396364924901467,H6,catboost,raw,30,2037,baseline
0.7064516129032258,0.38219895287958117,0.7978142076502732,0.5168141592920354,0.8083627771559828,0.3894092190538237,H7,catboost,raw,30,930,baseline
0.7503030303030302,0.8213166144200627,0.4246353322528363,0.5598290598290598,0.8186208443880314,0.45265923192881996,H8,catboost,raw,30,1650,baseline
0.7731958762886598,0.7433628318584071,0.509090909090909,0.60431654676259,0.8273484848484848,0.4689929916731686,H9,catboost,raw,30,485,baseline
0.6096997690531177,0.38976377952755903,0.8761061946902655,0.5395095367847411,0.8125276548672566,0.3493485895251369,H1,catboost,raw,30,433,mtl
0.7492345962495216,0.6381950040290089,0.47898397338977927,0.547244774572465,0.7672168564126862,0.3861302844425368,H10,catboost,raw,30,10452,mtl
0.712707182320442,0.6375838926174496,0.6551724137931034,0.6462585034013606,0.7614810106467503,0.4045795512906527,H11,catboost,raw,30,362,mtl
0.7037914691943128,0.8990944372574385,0.7006048387096774,0.7875354107648725,0.7780160995997174,0.35127044328760465,H12,catboost,raw,30,1266,mtl
0.7365853658536585,0.8192771084337349,0.6355140186915887,0.7157894736842105,0.7966812893381652,0.49095398693650255,H13,catboost,raw,30,205,mtl
0.7586860391661402,0.4720194647201946,0.5403899721448467,0.5038961038961038,0.7531576000873887,0.34680258380543383,H14,catboost,raw,30,3166,mtl
0.7662422461638916,0.5733496332518337,0.5610047846889952,0.5671100362756953,0.787420264135458,0.40707390873208593,H15,catboost,raw,30,3063,mtl
0.7373465109314166,0.282435129740519,0.6417233560090703,0.39223839223839224,0.767147254577009,0.29079287929894426,H16,catboost,raw,30,3339,mtl
0.7190656565656566,0.51340206185567,0.5436681222707423,0.528101802757158,0.7505196739240034,0.3286081559166996,H17,catboost,raw,30,1584,mtl
0.6519585772174696,0.8512396694214877,0.6633489461358314,0.7456400131622244,0.695603991764475,0.23856132830783647,H18,catboost,raw,30,2221,mtl
0.6893939393939394,0.6716417910447762,0.42857142857142855,0.5232558139534884,0.7666966157532196,0.32638489780954283,H19,catboost,raw,30,264,mtl
0.7650273224043715,0.6048780487804878,0.7209302325581395,0.6578249336870027,0.8279486151378693,0.48528245793360103,H2,catboost,raw,30,1098,mtl
0.751188589540412,0.7209302325581395,0.31794871794871793,0.4412811387900356,0.7749823570924488,0.35408567869608404,H20,catboost,raw,30,631,mtl
0.7428571428571429,0.7068965517241379,0.6833333333333333,0.6949152542372882,0.7791666666666667,0.47300626984727207,H21,catboost,raw,30,140,mtl
0.7040618955512572,0.5868320610687023,0.5590909090909091,0.5726256983240223,0.7072150576696031,0.3467348097258886,H22,catboost,raw,30,3102,mtl
0.4894578313253012,0.868421052631579,0.3905325443786982,0.5387755102040817,0.6965665397806505,0.17847468175706463,H23,catboost,raw,30,664,mtl
0.56877444589309,0.8648018648018648,0.3807080554130323,0.5286783042394015,0.7271798144920678,0.29711873702571706,H24,catboost,raw,30,3068,mtl
0.6804123711340206,0.6794208893485005,0.6108786610878661,0.643329253365973,0.7386869817175354,0.3569657100037033,H25,catboost,raw,30,4559,mtl
0.7551150895140665,0.5561497326203209,0.4894117647058824,0.5206508135168961,0.7598120126013531,0.35841693689352083,H26,catboost,raw,30,1564,mtl
0.3819648093841642,0.9803921568627451,0.35046728971962615,0.5163511187607573,0.6815006814641745,0.11833525127749787,H27,catboost,raw,30,2728,mtl
0.7225130890052356,0.4583333333333333,0.6153846153846154,0.5253731343283582,0.7392421531956415,0.34245840591104365,H28,catboost,raw,30,573,mtl
0.6989898989898989,0.6666666666666666,0.5943396226415094,0.628428927680798,0.756175411694113,0.37860909978632284,H29,catboost,raw,30,990,mtl
0.790616854908775,0.674364896073903,0.7448979591836735,0.7078787878787879,0.8489486703772418,0.5469761342368167,H3,catboost,raw,30,1151,mtl
0.5697959183673469,0.484297520661157,0.5767716535433071,0.5265049415992812,0.6116007204120406,0.1395591992173448,H30,catboost,raw,30,1225,mtl
0.6361829025844931,0.6363636363636364,0.6184738955823293,0.6272912423625254,0.7011352496600575,0.27219802225290984,H4,catboost,raw,30,503,mtl
0.6924882629107981,0.7368421052631579,0.26582278481012656,0.39069767441860465,0.7626582278481012,0.29775547613024006,H5,catboost,raw,30,426,mtl
0.7353951890034365,0.7288135593220338,0.3680456490727532,0.4890995260663507,0.7736573927750775,0.3713539132566452,H6,catboost,raw,30,2037,mtl
0.5817204301075268,0.298828125,0.8360655737704918,0.44028776978417267,0.7957220503141893,0.28410160171195803,H7,catboost,raw,30,930,mtl
0.7375757575757576,0.7705882352941177,0.4246353322528363,0.5475444096133751,0.7887225606838196,0.4176391489901397,H8,catboost,raw,30,1650,mtl
0.7670103092783506,0.8023255813953488,0.41818181818181815,0.549800796812749,0.8218181818181818,0.45283684090177184,H9,catboost,raw,30,485,mtl
0.7990762124711316,0.5792682926829268,0.8407079646017699,0.6859205776173285,0.8777654867256638,0.5659183941321122,H1,logreg,raw,30,433,baseline
0.7926712590891696,0.6984679665738162,0.6065920774115513,0.6492960025894158,0.8141817206879062,0.5056858728103956,H10,logreg,raw,30,10452,baseline
0.7928176795580111,0.7777777777777778,0.6758620689655173,0.7232472324723247,0.8331479421579533,0.5625029138226812,H11,logreg,raw,30,362,baseline
0.7022116903633492,0.9253112033195021,0.6743951612903226,0.7801749271137026,0.7942628620202495,0.3971613861447819,H12,logreg,raw,30,1266,baseline
0.775609756097561,0.8351648351648352,0.7102803738317757,0.7676767676767676,0.8498950982262063,0.5602190049329504,H13,logreg,raw,30,205,baseline
0.8348073278584965,0.7142857142857143,0.45264623955431754,0.5541346973572038,0.8273105667522347,0.4769353863013386,H14,logreg,raw,30,3166,baseline
0.7985634998367613,0.6254295532646048,0.65311004784689,0.638970157987127,0.8123653164834362,0.49959856981612,H15,logreg,raw,30,3063,baseline
0.7792752321054208,0.3486707566462168,0.7732426303854876,0.4806201550387597,0.8286628200854761,0.41173554949649444,H16,logreg,raw,30,3339,baseline
0.8061868686868687,0.7079889807162535,0.5611353711790393,0.6260657734470159,0.8234369061561969,0.5037380076634229,H17,logreg,raw,30,1584,baseline
0.7208464655560558,0.9017725258493353,0.7148711943793911,0.7975179621162639,0.7782651072124758,0.39362151365142384,H18,logreg,raw,30,2221,baseline
0.6742424242424242,0.5673758865248227,0.7619047619047619,0.6504065040650406,0.7562743336328241,0.3711231375578889,H19,logreg,raw,30,264,baseline
0.8160291438979964,0.6666666666666666,0.8255813953488372,0.7376623376623377,0.8863541730923448,0.606578474291276,H2,logreg,raw,30,1098,baseline
0.786053882725832,0.7586206896551724,0.4512820512820513,0.5659163987138264,0.7774523641496118,0.4617515151659258,H20,logreg,raw,30,631,baseline
0.7642857142857142,0.7142857142857143,0.75,0.7317073170731707,0.7764583333333333,0.5222329678670935,H21,logreg,raw,30,140,baseline
0.7572533849129593,0.7386519944979367,0.48818181818181816,0.5878489326765188,0.7907955680682952,0.4441478963661452,H22,logreg,raw,30,3102,baseline
0.40963855421686746,0.9457364341085271,0.2406311637080868,0.3836477987421384,0.6950715461249513,0.21054174638711934,H23,logreg,raw,30,664,baseline
0.5798565840938722,0.8928571428571429,0.38481272447408926,0.5378271782000718,0.7428433086603841,0.328583096788641,H24,logreg,raw,30,3068,baseline
0.7350296117569642,0.847457627118644,0.5346350534635054,0.6556442417331813,0.785391288298265,0.489865030113219,H25,logreg,raw,30,4559,baseline
0.8049872122762148,0.6923076923076923,0.508235294117647,0.5861601085481682,0.8118163507720911,0.4719460544175176,H26,logreg,raw,30,1564,baseline
0.46884164222873903,0.9860990443092963,0.44197819314641745,0.6103791341758538,0.7426255841121496,0.16270556447652554,H27,logreg,raw,30,2728,baseline
0.7661431064572426,0.5260115606936416,0.6363636363636364,0.5759493670886076,0.7514067328020815,0.42010578803187787,H28,logreg,raw,30,573,baseline
0.7474747474747475,0.704225352112676,0.7075471698113207,0.7058823529411765,0.8028618574571639,0.4846496800804756,H29,logreg,raw,30,990,baseline
0.8227628149435273,0.7088888888888889,0.8137755102040817,0.7577197149643705,0.8857586512866015,0.6226996417064213,H3,logreg,raw,30,1151,baseline
0.6457142857142857,0.5804347826086956,0.5255905511811023,0.5516528925619835,0.6614996870161104,0.2608690514484908,H30,logreg,raw,30,1225,baseline
0.731610337972167,0.72265625,0.7429718875502008,0.7326732673267327,0.808715175663283,0.46349563053759685,H4,logreg,raw,30,503,baseline
0.7464788732394366,0.8289473684210527,0.3987341772151899,0.5384615384615384,0.7956735310787832,0.4418800477037031,H5,logreg,raw,30,426,baseline
0.7997054491899853,0.7556719022687609,0.6176890156918687,0.6797488226059655,0.854075016870681,0.5419333768791507,H6,logreg,raw,30,2037,baseline
0.7268817204301076,0.4022038567493113,0.7978142076502732,0.5347985347985348,0.8041711472483741,0.4134490896172723,H7,logreg,raw,30,930,baseline
0.7593939393939394,0.8819444444444444,0.41166936790923825,0.5613259668508287,0.8278636439945337,0.4827996221319567,H8,logreg,raw,30,1650,baseline
0.7896907216494845,0.7837837837837838,0.5272727272727272,0.6304347826086957,0.8248674242424242,0.5100585955112981,H9,logreg,raw,30,485,baseline
0.7944572748267898,0.5983606557377049,0.6460176991150443,0.6212765957446809,0.8175055309734512,0.48117880177652805,H1,logreg,raw,30,433,mtl
0.734404898584003,0.6664576802507837,0.32143937103114606,0.43370053039575684,0.717102661762705,0.3194179648129753,H10,logreg,raw,30,10452,mtl
0.6740331491712708,0.5828220858895705,0.6551724137931034,0.6168831168831169,0.7241697123788335,0.33664812989644466,H11,logreg,raw,30,362,mtl
0.5884676145339652,0.9138840070298769,0.5241935483870968,0.6662395900064062,0.7581932834942312,0.28591203136532284,H12,logreg,raw,30,1266,mtl
0.6878048780487804,0.9215686274509803,0.4392523364485981,0.5949367088607594,0.8085065802021743,0.46038170872462775,H13,logreg,raw,30,205,mtl
0.806380290587492,0.6677316293929713,0.29108635097493035,0.40543161978661496,0.6935984351958053,0.3487792980918758,H14,logreg,raw,30,3166,mtl
0.7662422461638916,0.5903614457831325,0.4688995215311005,0.5226666666666666,0.7483268627952295,0.37488298487426736,H15,logreg,raw,30,3063,mtl
0.749026654687032,0.2872454448017149,0.6077097505668935,0.3901018922852984,0.7484033871197431,0.28539649092978947,H16,logreg,raw,30,3339,mtl
0.7493686868686869,0.597444089456869,0.40829694323144106,0.48508430609597925,0.7387746554251631,0.3374659269848536,H17,logreg,raw,30,1584,mtl
0.7064385411976587,0.8419689119170984,0.7611241217798594,0.7995079950799509,0.7116493419340701,0.2613824575028148,H18,logreg,raw,30,2221,mtl
0.6628787878787878,0.5975609756097561,0.4666666666666667,0.5240641711229946,0.7151242887091944,0.2740631740765231,H19,logreg,raw,30,264,mtl
0.7841530054644809,0.708171206225681,0.5290697674418605,0.6056572379367721,0.8173192585281599,0.4706140424223382,H2,logreg,raw,30,1098,mtl
0.7543581616481775,0.8703703703703703,0.24102564102564103,0.37751004016064255,0.7685838626205601,0.3716220896531868,H20,logreg,raw,30,631,mtl
0.7071428571428572,0.6862745098039216,0.5833333333333334,0.6306306306306306,0.7645833333333334,0.39420044749227995,H21,logreg,raw,30,140,mtl
0.7292069632495164,0.6413043478260869,0.5363636363636364,0.5841584158415841,0.7511206974843339,0.38913401338689085,H22,logreg,raw,30,3102,mtl
0.3810240963855422,0.9067796610169492,0.21104536489151873,0.3424,0.6711893365494541,0.1567036576331797,H23,logreg,raw,30,664,mtl
0.5495436766623207,0.8487084870848709,0.3540277065161621,0.499637943519189,0.6947106533860997,0.2662469678080325,H24,logreg,raw,30,3068,mtl
0.7069532792279009,0.7665140614780902,0.5448628544862855,0.6369565217391304,0.7744721222146541,0.41935691528763913,H25,logreg,raw,30,4559,mtl
0.7781329923273658,0.7010309278350515,0.32,0.4394184168012924,0.7479233589836285,0.3631395854134222,H26,logreg,raw,30,1564,mtl
0.49193548387096775,0.9720447284345048,0.47390965732087226,0.63717277486911,0.6521952881619937,0.12031621693227139,H27,logreg,raw,30,2728,mtl
0.7452006980802792,0.4911242603550296,0.5804195804195804,0.532051282051282,0.7210440722068628,0.36101984373449697,H28,logreg,raw,30,573,mtl
0.7151515151515152,0.762962962962963,0.4858490566037736,0.5936599423631124,0.7881942129475299,0.41418047291253834,H29,logreg,raw,30,990,mtl
0.7862728062554301,0.6951871657754011,0.6632653061224489,0.6788511749347258,0.8417627920733511,0.5191492927586726,H3,logreg,raw,30,1151,mtl
0.6048979591836735,0.5269058295964125,0.4625984251968504,0.49266247379454925,0.60984087240141,0.17233856510947843,H30,logreg,raw,30,1225,mtl
0.6222664015904572,0.7286821705426356,0.37751004016064255,0.4973544973544973,0.7009929481706353,0.27446101154958363,H4,logreg,raw,30,503,mtl
0.6737089201877934,1.0,0.12025316455696203,0.21468926553672316,0.7224163990175703,0.2813963432042288,H5,logreg,raw,30,426,mtl
0.7265586647029946,0.7647058823529411,0.2967189728958631,0.42754367934224047,0.7554242442362067,0.3475214438841132,H6,logreg,raw,30,2037,mtl
0.6290322580645161,0.3183856502242152,0.7759562841530054,0.45151033386327505,0.7575804127255835,0.2936407616289864,H7,logreg,raw,30,930,mtl
0.7078787878787879,0.8994082840236687,0.24635332252836303,0.38676844783715014,0.7564880813228296,0.36686310173638753,H8,logreg,raw,30,1650,mtl
0.7257731958762886,0.8809523809523809,0.22424242424242424,0.357487922705314,0.794090909090909,0.3514317797527449,H9,logreg,raw,30,485,mtl
0.8406466512702079,0.6486486486486487,0.8495575221238938,0.735632183908046,0.8985896017699115,0.6361419297270849,H1,logreg,raw,30,433,dann
0.7969766551856104,0.700507614213198,0.6259449652252798,0.6611306291919514,0.81124962783315,0.5185259253492167,H10,logreg,raw,30,10452,dann
0.8093922651933702,0.8015873015873016,0.696551724137931,0.7453874538745388,0.8331797235023042,0.5980067011300991,H11,logreg,raw,30,362,dann
0.717219589257504,0.9295392953929539,0.6915322580645161,0.793063583815029,0.7935748763833295,0.41905828030951275,H12,logreg,raw,30,1266,dann
0.8,0.8586956521739131,0.7383177570093458,0.7939698492462312,0.8744039671943543,0.6082807190274854,H13,logreg,raw,30,205,dann
0.8190145293746052,0.6110260336906586,0.5557103064066853,0.5820568927789934,0.7771502403189688,0.46774325941569256,H14,logreg,raw,30,3166,dann
0.8090107737512243,0.6434285714285715,0.6734449760765551,0.6580946814728229,0.81437039551567,0.52595036116282,H15,logreg,raw,30,3063,dann
0.7660976340221624,0.33101391650099404,0.7551020408163265,0.46026261230131305,0.8140926027645933,0.38584091004874893,H16,logreg,raw,30,3339,dann
0.8093434343434344,0.693069306930693,0.611353711790393,0.6496519721577726,0.8273790594677608,0.5213228560031076,H17,logreg,raw,30,1584,dann
0.6924808644754615,0.912308930008045,0.6639344262295082,0.7685530328702135,0.7718293913289598,0.3832796311139,H18,logreg,raw,30,2221,dann
0.7310606060606061,0.6517857142857143,0.6952380952380952,0.6728110599078341,0.7616651692123391,0.4455860257564543,H19,logreg,raw,30,264,dann
0.8105646630236795,0.6574074074074074,0.8255813953488372,0.7319587628865979,0.8847117697859479,0.597503060771574,H2,logreg,raw,30,1098,dann
0.7765451664025357,0.684931506849315,0.5128205128205128,0.5865102639296188,0.8046342037167725,0.44631824844828283,H20,logreg,raw,30,631,dann
0.7285714285714285,0.6617647058823529,0.75,0.703125,0.7822916666666667,0.4579432386267118,H21,logreg,raw,30,140,dann
0.7562862669245648,0.7052505966587113,0.5372727272727272,0.6099071207430341,0.7761856325492689,0.44592261365728336,H22,logreg,raw,30,3102,dann
0.42018072289156627,0.9357142857142857,0.2583826429980276,0.40494590417310666,0.6553097400721115,0.20943298154501408,H23,logreg,raw,30,664,dann
0.5925684485006519,0.9097303634232122,0.39815289892252437,0.5538900785153462,0.732310650818389,0.3538392359440576,H24,logreg,raw,30,3068,dann
0.7330554946260145,0.86484375,0.5146443514644351,0.645292917516759,0.7799829639617516,0.4919045657673981,H25,logreg,raw,30,4559,dann
0.8081841432225064,0.6822157434402333,0.5505882352941176,0.609375,0.7856861023601714,0.4890554103939828,H26,logreg,raw,30,1564,dann
0.4446480938416422,0.9915966386554622,0.4135514018691589,0.5836768342951361,0.7661677375389409,0.17192389098550476,H27,logreg,raw,30,2728,dann
0.7835951134380453,0.5683453237410072,0.5524475524475524,0.5602836879432624,0.7507562205236624,0.4168772444283868,H28,logreg,raw,30,573,dann
0.7535353535353535,0.7216748768472906,0.6910377358490566,0.7060240963855422,0.7866066071071405,0.49436644274450614,H29,logreg,raw,30,990,dann
0.8053866203301477,0.675,0.826530612244898,0.7431192660550459,0.8699618187195826,0.596858737010388,H3,logreg,raw,30,1151,dann
0.6563265306122449,0.593952483801296,0.5413385826771654,0.5664263645726055,0.6417185561009894,0.2836205402788521,H30,logreg,raw,30,1225,dann
0.73558648111332,0.7164179104477612,0.7710843373493976,0.7427466150870407,0.7821047971413211,0.4728671789728355,H4,logreg,raw,30,503,dann
0.7699530516431925,0.8488372093023255,0.4620253164556962,0.5983606557377049,0.7868174948044587,0.49762423328028593,H5,logreg,raw,30,426,dann
0.7938144329896907,0.721259842519685,0.6533523537803139,0.6856287425149701,0.8236672162095209,0.5342302575347572,H6,logreg,raw,30,2037,dann
0.7225806451612903,0.3949579831932773,0.7704918032786885,0.5222222222222223,0.80919671399624,0.39347942541448433,H7,logreg,raw,30,930,dann
0.7581818181818182,0.7961956521739131,0.47487844408427876,0.5949238578680203,0.7944430236553539,0.4675705972384866,H8,logreg,raw,30,1650,dann
0.7958762886597938,0.75,0.6,0.6666666666666666,0.8219318181818183,0.5289197560660223,H9,logreg,raw,30,485,dann
0.8406466512702079,0.6486486486486487,0.8495575221238938,0.735632183908046,0.8985896017699115,0.6361419297270849,H1,logreg,raw,30,433,dann
0.7969766551856104,0.700507614213198,0.6259449652252798,0.6611306291919514,0.81124962783315,0.5185259253492167,H10,logreg,raw,30,10452,dann
0.8093922651933702,0.8015873015873016,0.696551724137931,0.7453874538745388,0.8331797235023042,0.5980067011300991,H11,logreg,raw,30,362,dann
0.717219589257504,0.9295392953929539,0.6915322580645161,0.793063583815029,0.7935748763833295,0.41905828030951275,H12,logreg,raw,30,1266,dann
0.8,0.8586956521739131,0.7383177570093458,0.7939698492462312,0.8744039671943543,0.6082807190274854,H13,logreg,raw,30,205,dann
0.8190145293746052,0.6110260336906586,0.5557103064066853,0.5820568927789934,0.7771502403189688,0.46774325941569256,H14,logreg,raw,30,3166,dann
0.8090107737512243,0.6434285714285715,0.6734449760765551,0.6580946814728229,0.81437039551567,0.52595036116282,H15,logreg,raw,30,3063,dann
0.7660976340221624,0.33101391650099404,0.7551020408163265,0.46026261230131305,0.8140926027645933,0.38584091004874893,H16,logreg,raw,30,3339,dann
0.8093434343434344,0.693069306930693,0.611353711790393,0.6496519721577726,0.8273790594677608,0.5213228560031076,H17,logreg,raw,30,1584,dann
0.6924808644754615,0.912308930008045,0.6639344262295082,0.7685530328702135,0.7718293913289598,0.3832796311139,H18,logreg,raw,30,2221,dann
0.7310606060606061,0.6517857142857143,0.6952380952380952,0.6728110599078341,0.7616651692123391,0.4455860257564543,H19,logreg,raw,30,264,dann
0.8105646630236795,0.6574074074074074,0.8255813953488372,0.7319587628865979,0.8847117697859479,0.597503060771574,H2,logreg,raw,30,1098,dann
0.7765451664025357,0.684931506849315,0.5128205128205128,0.5865102639296188,0.8046342037167725,0.44631824844828283,H20,logreg,raw,30,631,dann
0.7285714285714285,0.6617647058823529,0.75,0.703125,0.7822916666666667,0.4579432386267118,H21,logreg,raw,30,140,dann
0.7562862669245648,0.7052505966587113,0.5372727272727272,0.6099071207430341,0.7761856325492689,0.44592261365728336,H22,logreg,raw,30,3102,dann
