TER_L,MKW,ARCHDAM,SZC,KUD,TOR,KATMOJPRZ,LUMICE,KAL,KLU,LUX_A,AKS,ZOZLO,STG1,GAK,OST,OTW,PRZ,CHE,CMD,MOR,PUS,SL2,SRK,B2K,KIEG,PIO,SLU,WLU,Z04O
4.50209743298595e-16,5.458406808291006e-16,4.857941332457121e-16,4.514496313764165e-16,4.553844359154325e-16,4.742843695699269e-16,4.607262713489128e-16,4.897499684221775e-16,4.7573238084431665e-16,4.710124416598821e-16,4.750950858703349e-16,4.622918436068782e-16,4.649641494653829e-16,4.743030279677974e-16,4.573832926626815e-16,4.568673006196339e-16,4.4737855205972e-16,4.555228169428791e-16,5.116928750076117e-16,4.888675794808583e-16,0.0,5.108586784815067e-16,4.780227332805804e-16,5.024550607909012e-16,4.452346304819679e-16,5.522000297339578e-16,4.636364931990042e-16,4.760073290193366e-16,4.541946920514118e-16,4.470368819424837e-16
3.999930216663659e-16,5.008242746673781e-16,4.3993138227474445e-16,3.893216706135615e-16,3.9612525885511074e-16,4.1744060426879864e-16,4.058286511286173e-16,4.483386533815914e-16,4.220311072676371e-16,4.2655710208893716e-16,4.3316063151707355e-16,4.145979774789443e-16,4.102634652776393e-16,4.1500963998087715e-16,4.1149768426237907e-16,4.0049208794067737e-16,4.1205018785965064e-16,4.0217047500465285e-16,4.721176409456764e-16,4.497451864533768e-16,5.108586784815067e-16,0.0,4.540981992779617e-16,4.457141872631646e-16,4.0170515656240253e-16,5.1037124716822e-16,4.2079093164498804e-16,4.3763443255593755e-16,4.0865269162760977e-16,3.9885840081046936e-16
3.845581519607668e-16,4.928028093871765e-16,4.320028542066733e-16,3.8082489089488356e-16,3.9106007837777413e-16,4.0791732610702154e-16,4.014851616965011e-16,4.491778254140047e-16,4.24192664121935e-16,4.0819297192185833e-16,4.193725046053191e-16,4.029209852809091e-16,3.990028627695602e-16,4.010998422158481e-16,3.895070621716066e-16,4.035931594991612e-16,3.9203341919579073e-16,3.9174489014930607e-16,4.557879946829153e-16,4.486200612057382e-16,4.780227332805804e-16,4.540981992779617e-16,0.0,4.331455778154041e-16,3.8698801483168707e-16,5.106274177592583e-16,4.0290863264321225e-16,4.252138880127779e-16,4.02554441423431e-16,3.863094929574037e-16
3.9068485778916045e-16,4.900885195656341e-16,4.3173914555105277e-16,3.9003804311628696e-16,3.9885263994191817e-16,4.119769610898439e-16,4.011348797467182e-16,4.44571756092275e-16,4.1514579238739446e-16,4.2535732650729385e-16,4.226874754458769e-16,4.1455245576795e-16,3.947267964111614e-16,4.1193579259240516e-16,3.8989427175362964e-16,3.9569520861287076e-16,4.0295275502010705e-16,3.9684590564995086e-16,4.638018048659307e-16,4.49658586317001e-16,5.024550607909012e-16,4.457141872631646e-16,4.331455778154041e-16,0.0,3.8298010985685285e-16,5.101288473152715e-16,4.142964244863734e-16,4.1327877738236734e-16,3.9117940684077955e-16,3.8126421877897337e-16
3.1779623554192264e-16,4.481244608569139e-16,3.696302168808908e-16,3.2244964158288935e-16,3.3264482176183577e-16,3.4520586474711003e-16,3.3893410825142903e-16,3.875128186379344e-16,3.6183183136978564e-16,3.6310582102867e-16,3.6352197916526523e-16,3.474084027883609e-16,3.3975502598523583e-16,3.51306298777817e-16,3.2646387799645125e-16,3.378245677659891e-16,3.344184996662938e-16,3.2719213252653823e-16,4.1309575861289146e-16,3.98501804417912e-16,4.452346304819679e-16,4.0170515656240253e-16,3.8698801483168707e-16,3.8298010985685285e-16,0.0,4.55953668326841e-16,3.58455333128882e-16,3.58535196119074e-16,3.4264855018544234e-16,3.2101598175985295e-16
4.624626869880077e-16,5.53226859328166e-16,5.005659185617228e-16,4.5586744590607165e-16,4.762263702361484e-16,4.766282832023851e-16,4.740840481007942e-16,5.13962615714906e-16,4.997024867541973e-16,4.9118830690560515e-16,4.904957768244431e-16,4.781232528727924e-16,4.766595020578121e-16,4.859884193270486e-16,4.701593151044002e-16,4.76036965902413e-16,4.742422741253266e-16,4.764636915529809e-16,5.322372869212382e-16,5.18070248552888e-16,5.522000297339578e-16,5.1037124716822e-16,5.106274177592583e-16,5.101288473152715e-16,4.55953668326841e-16,0.0,4.83126186778692e-16,4.857990395910182e-16,4.781756379289416e-16,4.658744405979077e-16
3.537991890587269e-16,4.676349756127788e-16,4.047383914376423e-16,3.549941682043497e-16,3.614747492325713e-16,3.790055229595042e-16,3.7511514902726174e-16,4.203404294355816e-16,3.949656899077422e-16,3.8954427316558786e-16,3.928399742390392e-16,3.7208577684753385e-16,3.6921821196534547e-16,3.763438368740892e-16,3.569109062412641e-16,3.72751930542348e-16,3.6351574605416806e-16,3.6758435342129187e-16,4.3621471820598686e-16,4.1558647345829295e-16,4.636364931990042e-16,4.2079093164498804e-16,4.0290863264321225e-16,4.142964244863734e-16,3.58455333128882e-16,4.83126186778692e-16,0.0,3.891312314161349e-16,3.7100530201285817e-16,3.537418322906307e-16
3.587271757213785e-16,4.81560969837698e-16,4.1525209919453585e-16,3.5793583203958697e-16,3.7306816890193984e-16,3.907849495580499e-16,3.7302833724897615e-16,4.118576241697016e-16,3.8842589043377335e-16,3.928077837590193e-16,3.9881410566421937e-16,3.9033176272468524e-16,3.754665292307983e-16,3.7628322446118333e-16,3.639684748461669e-16,3.734561689568791e-16,3.783096045097624e-16,3.68553836469889e-16,4.42668040500994e-16,4.184504581224335e-16,4.760073290193366e-16,4.3763443255593755e-16,4.252138880127779e-16,4.1327877738236734e-16,3.58535196119074e-16,4.857990395910182e-16,3.891312314161349e-16,0.0,3.8309049801364626e-16,3.5345128545331795e-16
3.415857599669343e-16,4.565976679400054e-16,3.985432776034375e-16,3.3991087550004825e-16,3.5571526670975194e-16,3.666287565108713e-16,3.541235594382846e-16,4.0421556270695815e-16,3.8439671791929574e-16,3.733515349256005e-16,3.87656265295323e-16,3.660397846938726e-16,3.5258558171632446e-16,3.713531707600495e-16,3.4419784012253544e-16,3.533583533115423e-16,3.651337457225908e-16,3.54517848287583e-16,4.2378590317095305e-16,4.1245984464306596e-16,4.541946920514118e-16,4.0865269162760977e-16,4.02554441423431e-16,3.9117940684077955e-16,3.4264855018544234e-16,4.781756379289416e-16,3.7100530201285817e-16,3.8309049801364626e-16,0.0,3.440310565679185e-16
3.181574083995649e-16,4.474114475290871e-16,3.771671482087798e-16,3.1390604113240167e-16,3.35098726254646e-16,3.3542840315256034e-16,3.400692941411438e-16,3.739793539227213e-16,3.6402639136532597e-16,3.4629332133533177e-16,3.6232563897542106e-16,3.403564771123195e-16,3.361924242067768e-16,3.530709614168591e-16,3.271547306929961e-16,3.34263599171066e-16,3.398197004000773e-16,3.2736928733910375e-16,4.07514476919821e-16,3.888443558848479e-16,4.470368819424837e-16,3.9885840081046936e-16,3.863094929574037e-16,3.8126421877897337e-16,3.2101598175985295e-16,4.658744405979077e-16,3.537418322906307e-16,3.5345128545331795e-16,3.440310565679185e-16,0.0
