Accuracy,Precision,Recall,F1-Score,AUC,MCC
0.7356615300446795,0.7611690245718541,0.7167397020157756,0.7382865396768078,0.8139027325713674,0.47262779889669004
0.7450050177903476,0.7608776496838974,0.7305838243170862,0.7454230804262684,0.8223705721526273,0.4906256527761227
0.7362416719905084,0.748310502283105,0.7304332323052237,0.7392638036809815,0.8148375973916265,0.4726327658450701
0.7380821917808219,0.7545205479452055,0.7305039787798409,0.7423180592991914,0.8139557111834147,0.47642193021701607
0.7372989766081871,0.7550719291774253,0.7257578443538379,0.7401247401247402,0.8180553110137609,0.47512663826063134
