Accuracy,Precision,Recall,F1-Score,AUC,MCC
0.7964803501413331,0.8205648883145653,0.7791411042944786,0.7993166696637295,0.8773167695490729,0.5939789995859881
0.7968251071982483,0.806615776081425,0.7923585074093912,0.7994235792128254,0.8781769380201297,0.593712053231641
0.7920963767454595,0.8073445285107953,0.7799964343020146,0.7934348929996373,0.8754909668762125,0.5846518226168801
0.7925114155251142,0.8089497716894977,0.7832007073386383,0.7958670260557053,0.8773696220096532,0.5853392568028778
0.8014437134502924,0.8221850613154961,0.7844353837971991,0.8028667331942303,0.8839125121183995,0.6037650463978533
