Accuracy,Precision,Recall,F1-Score,AUC,MCC
0.7367557217105863,0.7576810534016094,0.726205083260298,0.7416092365524031,0.8181608016866252,0.4740143903965732
0.7518474591734331,0.7597835888187556,0.752187109444742,0.7559662659249955,0.8302332072897431,0.5035927624365305
0.7462809163092087,0.7571350663515725,0.7425566054555179,0.7497749774977498,0.8216924984195051,0.4926079318244671
0.7423744292237443,0.7561460592913956,0.7396993810786914,0.7478323053544292,0.8240229300618086,0.48469485330214723
0.7525584795321637,0.7650460871136815,0.7503988654493884,0.7576516914265259,0.8307057148032895,0.5050449628320532
